longitude	latitude	pollinator
-116.2630903	36.84739581	synthetica
-116.2653882	36.85068049	synthetica
-116.2664456	36.85716819	synthetica
-116.2717339	36.87267883	synthetica
-116.281219	36.92673599	synthetica
-116.3461985	37.13668932	synthetica
-116.3454811	37.15729769	synthetica
-116.3492416	37.16410315	synthetica
-116.2279854	36.7629709	synthetica
-116.2542319	36.85246306	synthetica
-116.2555079	36.87030206	synthetica
-116.2622245	36.87216506	synthetica
-116.2648766	36.88507156	synthetica
-116.2717226	36.92383092	synthetica
-116.3333521	37.147945	synthetica
-116.3307194	37.14279431	synthetica
-116.3348539	37.15121611	synthetica
-116.3422938	37.15706394	synthetica
-116.3383162	37.16803337	synthetica
-116.2384991	36.8410094	synthetica
-116.2420751	36.85720149	synthetica
-116.2423836	36.87767576	synthetica
-116.3283052	37.1590078	synthetica
-116.2040502	36.75044674	synthetica
-116.2068997	36.7602123	synthetica
-116.2067315	36.77499932	synthetica
-116.2133457	36.80889603	synthetica
-116.2281886	36.82774061	synthetica
-116.2246384	36.84008511	synthetica
-116.2445912	36.92067779	synthetica
-116.2049763	36.81114422	synthetica
-116.2082464	36.81691433	synthetica
-116.2083008	36.83573243	synthetica
-116.2206926	36.84511298	synthetica
-116.2194338	36.8468678	synthetica
-116.2198292	36.86182165	synthetica
-116.2207575	36.87206079	synthetica
-116.2395799	36.91409953	synthetica
-116.1793502	36.7721747	synthetica
-116.1880282	36.78800379	synthetica
-116.1953017	36.7913682	synthetica
-116.2027612	36.81847593	synthetica
-116.2055525	36.8416132	synthetica
-116.21809	36.89301887	synthetica
-116.2115834	36.88720226	synthetica
-116.2148897	36.90038787	synthetica
-116.3086364	37.21713597	synthetica
-116.1782908	36.79176528	synthetica
-116.1935993	36.82829608	synthetica
-116.1868295	36.83102879	synthetica
-116.1982541	36.87069707	synthetica
-116.1989191	36.87551459	synthetica
-116.2020096	36.87918151	synthetica
-116.2085135	36.90363757	synthetica
-116.2125321	36.90312439	synthetica
-116.2904362	37.21859234	synthetica
-116.2917306	37.21933744	synthetica
-116.1764958	36.83616241	synthetica
-116.1833177	36.83943497	synthetica
-116.1824943	36.86748583	synthetica
-116.1917601	36.87631276	synthetica
-116.1959242	36.89870967	synthetica
-116.197829	36.91084208	synthetica
-116.1979084	36.91945651	synthetica
-116.286672	37.21976448	synthetica
-116.1552246	36.78205158	synthetica
-116.1740429	36.84036506	synthetica
-116.1716695	36.85296957	synthetica
-116.1767746	36.85674901	synthetica
-116.1788177	36.88548998	synthetica
-116.1876619	36.90682111	synthetica
-116.1851708	36.90311551	synthetica
-116.1871571	36.92526617	synthetica
-116.1902157	36.92884674	synthetica
-116.2124233	36.99818365	synthetica
-116.2087652	37.00642442	synthetica
-116.2224878	37.02345604	synthetica
-116.275581	37.22698177	synthetica
-116.1355808	36.76478592	synthetica
-116.1446513	36.79047765	synthetica
-116.1592991	36.8467243	synthetica
-116.1636284	36.86115863	synthetica
-116.1600333	36.86498818	synthetica
-116.1680656	36.8693355	synthetica
-116.1597072	36.86734002	synthetica
-116.1673204	36.87831473	synthetica
-116.1679193	36.8903482	synthetica
-116.17084	36.88580638	synthetica
-116.1748134	36.89793924	synthetica
-116.1689741	36.89449564	synthetica
-116.1757887	36.90912305	synthetica
-116.17574	36.9046646	synthetica
-116.1772588	36.93465653	synthetica
-116.1827528	36.93056351	synthetica
-116.188923	36.93686764	synthetica
-116.1793237	36.94229753	synthetica
-116.182444	36.95390385	synthetica
-116.192039	36.96218399	synthetica
-116.2005033	37.00438734	synthetica
-116.2250883	37.09661893	synthetica
-116.1256064	36.77026825	synthetica
-116.1517767	36.86124248	synthetica
-116.1522819	36.87086639	synthetica
-116.1614004	36.88903579	synthetica
-116.1631135	36.8925113	synthetica
-116.1581199	36.88699393	synthetica
-116.1587356	36.90132918	synthetica
-116.164127	36.90088318	synthetica
-116.167442	36.93894651	synthetica
-116.1745669	36.95394256	synthetica
-116.1749713	36.95173915	synthetica
-116.1798785	36.95079715	synthetica
-116.1806601	36.96065068	synthetica
-116.1871994	36.99432192	synthetica
-116.1118209	36.77832633	synthetica
-116.1384514	36.84391173	synthetica
-116.1493215	36.90429237	synthetica
-116.1497881	36.9099438	synthetica
-116.1498398	36.90669877	synthetica
-116.1605706	36.92940295	synthetica
-116.1666658	36.9475941	synthetica
-116.1613907	36.96125004	synthetica
-116.1685196	36.96694212	synthetica
-116.1726657	36.99618819	synthetica
-116.0970174	36.76080435	synthetica
-116.1057153	36.78451742	synthetica
-116.1188362	36.82561902	synthetica
-116.1277334	36.85332303	synthetica
-116.1275931	36.84683005	synthetica
-116.1293968	36.86419139	synthetica
-116.1349286	36.87884179	synthetica
-116.1404155	36.89574931	synthetica
-116.1376051	36.89949674	synthetica
-116.1462206	36.92695769	synthetica
-116.1430009	36.93337683	synthetica
-116.1469949	36.94565305	synthetica
-116.1504182	36.95711911	synthetica
-116.1554527	36.96123525	synthetica
-116.1607653	36.97051474	synthetica
-116.1651237	36.98959807	synthetica
-116.1628685	36.99430544	synthetica
-116.1562647	36.98648882	synthetica
-116.1605919	37.0015197	synthetica
-116.161014	36.99509058	synthetica
-116.1711664	37.00241382	synthetica
-116.1816118	37.059322	synthetica
-116.1804882	37.07529927	synthetica
-116.1942414	37.11479052	synthetica
-116.1081608	36.84815859	synthetica
-116.1339518	36.92658785	synthetica
-116.1344163	36.9494372	synthetica
-116.1432028	36.98103492	synthetica
-116.1488294	36.99271101	synthetica
-116.1572197	37.00295184	synthetica
-116.1536408	37.01261572	synthetica
-116.1591123	37.0086431	synthetica
-116.1642062	37.01991127	synthetica
-116.1680735	37.03686806	synthetica
-116.1662997	37.05247127	synthetica
-116.1738718	37.05662109	synthetica
-116.1882031	37.12230152	synthetica
-116.1051573	36.87136814	synthetica
-116.1095108	36.87656369	synthetica
-116.1113448	36.88817265	synthetica
-116.1115766	36.88469412	synthetica
-116.1134263	36.90876966	synthetica
-116.1232793	36.9240103	synthetica
-116.1306325	36.94095105	synthetica
-116.1262842	36.96160077	synthetica
-116.1315551	36.95930481	synthetica
-116.1386932	36.96903175	synthetica
-116.1402963	36.99566454	synthetica
-116.1417637	37.00668061	synthetica
-116.1482068	37.01483824	synthetica
-116.1558648	37.03112963	synthetica
-116.1642606	37.07901681	synthetica
-116.1674259	37.09229248	synthetica
-116.1637026	37.09737249	synthetica
-116.1755973	37.10399325	synthetica
-116.1740746	37.11792133	synthetica
-116.1733293	37.12930722	synthetica
-116.0809747	36.81181827	synthetica
-116.0822843	36.84007937	synthetica
-116.0949427	36.84744867	synthetica
-116.0892617	36.849572	synthetica
-116.0932136	36.84824683	synthetica
-116.099	36.86317594	synthetica
-116.0968805	36.87727846	synthetica
-116.093135	36.87627529	synthetica
-116.0980791	36.89258771	synthetica
-116.1145346	36.93191917	synthetica
-116.1229542	36.96358649	synthetica
-116.1217452	36.96464115	synthetica
-116.1212117	36.96229978	synthetica
-116.1272714	36.97983207	synthetica
-116.1270294	36.97685501	synthetica
-116.1310275	37.00343442	synthetica
-116.1413544	37.0224203	synthetica
-116.1354744	37.03645551	synthetica
-116.1416622	37.05104534	synthetica
-116.1583677	37.08287267	synthetica
-116.1600204	37.09938798	synthetica
-116.1626275	37.12189658	synthetica
-116.1631611	37.12442194	synthetica
-116.0853563	36.86062072	synthetica
-116.0833761	36.88884526	synthetica
-116.0933043	36.9008984	synthetica
-116.0961999	36.93621692	synthetica
-116.1085989	36.94463634	synthetica
-116.1070149	36.95948723	synthetica
-116.1070741	36.97280264	synthetica
-116.1158843	36.96949626	synthetica
-116.1162513	36.97636558	synthetica
-116.1192231	36.98868155	synthetica
-116.116347	36.98440866	synthetica
-116.1204677	36.99630869	synthetica
-116.120021	36.99347867	synthetica
-116.12078	37.00850088	synthetica
-116.1217332	37.01831414	synthetica
-116.1278603	37.01232981	synthetica
-116.1288549	37.03150448	synthetica
-116.125108	37.04081166	synthetica
-116.128076	37.04890536	synthetica
-116.1402208	37.06408332	synthetica
-116.1411821	37.0916513	synthetica
-116.1437802	37.09848339	synthetica
-116.1521573	37.11225584	synthetica
-116.1501644	37.12442175	synthetica
-116.078664	36.89212886	synthetica
-116.0784913	36.90443474	synthetica
-116.0889717	36.91881267	synthetica
-116.088682	36.93598908	synthetica
-116.0915552	36.94496686	synthetica
-116.0964974	36.9510499	synthetica
-116.0920056	36.96293677	synthetica
-116.1061527	36.98312335	synthetica
-116.1065789	36.97651343	synthetica
-116.1077578	36.98776974	synthetica
-116.1036821	36.99186515	synthetica
-116.1066821	36.99027624	synthetica
-116.1041487	37.00272129	synthetica
-116.1202444	37.04889989	synthetica
-116.1175027	37.05414136	synthetica
-116.1276421	37.07914656	synthetica
-116.1314576	37.08179572	synthetica
-116.1253091	37.07445237	synthetica
-116.1304342	37.08627972	synthetica
-116.1367559	37.12485228	synthetica
-116.1439382	37.1303234	synthetica
-116.0735095	36.89624668	synthetica
-116.0676189	36.9150928	synthetica
-116.0767483	36.90883797	synthetica
-116.0715004	36.91844923	synthetica
-116.0777247	36.94498871	synthetica
-116.0825198	36.97038098	synthetica
-116.0888271	36.97337298	synthetica
-116.0966386	36.99198124	synthetica
-116.0982231	37.01362842	synthetica
-116.1042148	37.0283468	synthetica
-116.1130599	37.07065317	synthetica
-116.1246913	37.10067764	synthetica
-116.0395886	36.83876958	synthetica
-116.0647175	36.92925808	synthetica
-116.0737791	36.96184865	synthetica
-116.0672394	36.95712906	synthetica
-116.068362	36.95942201	synthetica
-116.070262	36.96052201	synthetica
-116.0705453	36.96062201	synthetica
-116.070312	36.95985534	synthetica
-116.0720953	36.95943867	synthetica
-116.0715162	36.97019811	synthetica
-116.081249	36.97938326	synthetica
-116.0827505	36.98886772	synthetica
-116.0848939	36.99640659	synthetica
-116.0825453	37.00928813	synthetica
-116.0883359	37.03163888	synthetica
-116.0459095	36.89265698	synthetica
-116.0508275	36.91012951	synthetica
-116.0499464	36.92193546	synthetica
-116.0569902	36.94182999	synthetica
-116.0618036	36.9514494	synthetica
-116.0660499	36.96117401	synthetica
-116.0652787	36.95907201	synthetica
-116.065262	36.96030534	synthetica
-116.065812	36.96033867	synthetica
-116.0661453	36.96063867	synthetica
-116.0668453	36.95892201	synthetica
-116.062755	36.98215217	synthetica
-116.0708897	36.99898515	synthetica
-116.0799427	37.01968046	synthetica
-116.0869955	37.06521935	synthetica
-116.0968109	37.07803764	synthetica
-116.1082992	37.10929956	synthetica
-116.1029371	37.11997845	synthetica
-115.9779704	36.70337824	synthetica
-115.9836615	36.69927824	synthetica
-115.9838461	36.71322518	synthetica
-116.0279153	36.86151754	synthetica
-116.0289731	36.86446708	synthetica
-116.0242748	36.86406187	synthetica
-116.0342906	36.91279255	synthetica
-116.0463804	36.92628404	synthetica
-116.0513076	36.95751757	synthetica
-116.0650108	37.01887932	synthetica
-116.0676769	37.01219625	synthetica
-116.0726209	37.03374048	synthetica
-116.0815042	37.05356969	synthetica
-116.0846182	37.07231241	synthetica
-116.0067044	36.8631996	synthetica
-116.0084906	36.86507979	synthetica
-116.0201875	36.90825878	synthetica
-116.0302277	36.92872906	synthetica
-116.0553156	37.00292999	synthetica
-116.0659011	37.05891049	synthetica
-115.9959263	36.83300466	synthetica
-115.9961096	36.84291231	synthetica
-116.0003836	36.87246989	synthetica
-116.0612148	37.06438462	synthetica
-115.9412329	36.68949303	synthetica
-116.0006301	36.89393326	synthetica
-116.0053901	36.92273954	synthetica
-115.977272	36.86809609	synthetica
-115.9901972	36.91357975	synthetica
-116.0388676	37.10484163	synthetica
-116.0663942	37.20248996	synthetica
-115.9369358	36.77013982	synthetica
-115.9682121	36.86532938	synthetica
-115.9756309	36.89821289	synthetica
-115.9789185	36.92437048	synthetica
-115.9888806	36.92994231	synthetica
-116.0436169	37.15947464	synthetica
-116.0552014	37.2113286	synthetica
-116.0628196	37.22113336	synthetica
-115.505607	35.17510749	antithetica
-115.5073852	35.17934898	antithetica
-115.5268157	35.2472078	antithetica
-115.5707143	35.39460537	antithetica
-115.5632147	35.39840225	antithetica
-115.5047514	35.19244396	antithetica
-115.507811	35.20531164	antithetica
-115.511611	35.22340864	antithetica
-115.5151098	35.2593085	antithetica
-115.5173166	35.25160881	antithetica
-115.5242129	35.27680281	antithetica
-115.5319151	35.29170085	antithetica
-115.6038422	35.5815034	antithetica
-115.4900133	35.170406	antithetica
-115.5017474	35.23459308	antithetica
-115.5061096	35.24180576	antithetica
-115.5462159	35.40440176	antithetica
-115.5013072	35.25911125	antithetica
-115.5020672	35.27037264	antithetica
-115.5003264	35.27415583	antithetica
-115.4990199	35.27465353	antithetica
-115.4982162	35.27590579	antithetica
-115.5313115	35.41196604	antithetica
-115.48641	35.24270598	antithetica
-115.4963123	35.28730539	antithetica
-115.5247115	35.42060389	antithetica
-115.5275117	35.41440813	antithetica
-115.530307	35.4321042	antithetica
-115.5661359	35.5546177	antithetica
-115.5633861	35.55415221	antithetica
-115.4500044	35.16330982	antithetica
-115.472107	35.25410276	antithetica
-115.4848092	35.29740393	antithetica
-115.519713	35.42470802	antithetica
-115.566377	35.61661217	antithetica
-115.4341001	35.16593628	antithetica
-115.4692099	35.30350959	antithetica
-115.5106036	35.43010464	antithetica
-115.5056122	35.44210607	antithetica
-115.5086116	35.45210559	antithetica
-115.4263283	35.17097469	antithetica
-115.4565099	35.25990941	antithetica
-115.4967096	35.42970704	antithetica
-115.438414	35.27150606	antithetica
-115.4531164	35.31060763	antithetica
-115.4681163	35.3539035	antithetica
-115.4688125	35.36190937	antithetica
-115.4667746	35.37364016	antithetica
-115.4418134	35.32301256	antithetica
-115.4558176	35.36520606	antithetica
-115.4189064	35.27570649	antithetica
-115.3040167	35.14210468	antithetica
-115.3179095	35.17210491	antithetica
-115.3216089	35.18710454	antithetica
-115.2911104	35.13730719	antithetica
-115.3070025	35.20193055	antithetica
-115.3065873	35.19970686	antithetica
-115.2834076	35.12780376	antithetica
-115.3057804	35.20206673	antithetica
-115.30379	35.20111924	antithetica
-115.2656121	35.12810932	antithetica
-115.2607725	35.15544803	antithetica
-115.2818095	35.2137018	antithetica
-115.2482137	35.12780493	antithetica
-115.2487491	35.12791184	antithetica
-115.2649113	35.21071095	antithetica
-115.233814	35.12890317	antithetica
-115.2471144	35.20870548	antithetica
-115.2665193	35.27350123	antithetica
-115.2625842	35.28942047	antithetica
-115.2144137	35.12730252	antithetica
-115.232607	35.20651107	antithetica
-115.2356149	35.20710491	antithetica
-115.1983149	35.12730763	antithetica
-115.2199151	35.20420641	antithetica
-115.2258073	35.20500515	antithetica
-115.2460157	35.28370881	antithetica
-115.1822127	35.0914099	antithetica
-115.2066043	35.20910377	antithetica
-115.2240094	35.26431066	antithetica
-115.2325067	35.29010251	antithetica
-115.1742147	35.09590576	antithetica
-115.1787165	35.11050685	antithetica
-115.1835157	35.12660883	antithetica
-115.1863096	35.1367032	antithetica
-115.2008145	35.19470101	antithetica
-115.1967145	35.20131158	antithetica
-115.2078168	35.22440322	antithetica
-115.2108097	35.23871021	antithetica
-115.2155118	35.25230306	antithetica
-115.2187058	35.27660205	antithetica
-115.227813	35.29860761	antithetica
-115.2314196	35.31125514	antithetica
-115.1930082	35.20400608	antithetica
-115.1868145	35.20641079	antithetica
-115.2139702	35.28397905	antithetica
-115.2003125	35.2781058	antithetica
-115.1688076	35.21340626	antithetica
-115.1850054	35.28760477	antithetica
-115.1613161	35.21630388	antithetica
-115.154512	35.21890498	antithetica
-115.1746074	35.29380417	antithetica
-115.2593859	35.62529778	antithetica
-115.2773372	35.69529241	antithetica
-115.171417	35.29680319	antithetica
-115.2516897	35.6174467	antithetica
-115.2484753	35.62709518	antithetica
-115.2529577	35.64459486	antithetica
-115.2606568	35.65244567	antithetica
-115.2619285	35.67959295	antithetica
-115.1137155	35.12360392	antithetica
-115.1355105	35.22350916	antithetica
-115.1573322	35.29768924	antithetica
-115.1628323	35.34816909	antithetica
-115.1973373	35.47137168	antithetica
-115.2452602	35.63674349	antithetica
-115.2420442	35.64639163	antithetica
-115.2497423	35.65424315	antithetica
-115.2465262	35.66389128	antithetica
-115.2542266	35.67174239	antithetica
-115.2510103	35.6813905	antithetica
-115.1205096	35.21510909	antithetica
-115.1410089	35.29450034	antithetica
-115.1579844	35.34650858	antithetica
-115.1864473	35.4731636	antithetica
-115.2311302	35.6481874	antithetica
-115.2388274	35.65603962	antithetica
-115.2400915	35.68318704	antithetica
-115.1075122	35.20571077	antithetica
-115.1268081	35.28420196	antithetica
-115.1572945	35.38703105	antithetica
-115.1755567	35.47495452	antithetica
-115.1844721	35.5099635	antithetica
-115.227912	35.65783508	antithetica
-115.2323914	35.67533509	antithetica
-115.1589815	35.43208544	antithetica
-115.1557632	35.44173294	antithetica
-115.1634319	35.44959143	antithetica
-115.1646657	35.47674443	antithetica
-115.1767953	35.50210678	antithetica
-115.1735763	35.51175417	antithetica
-115.0907143	35.21240689	antithetica
-115.1175389	35.34211686	antithetica
-115.1171577	35.34100204	antithetica
-115.1404307	35.42601429	antithetica
-115.1480962	35.43387389	antithetica
-115.1448765	35.44352108	antithetica
-115.1525442	35.45138027	antithetica
-115.1493243	35.46102742	antithetica
-115.1569942	35.4688862	antithetica
-115.1537741	35.47853333	antithetica
-115.1614463	35.4863917	antithetica
-115.16268	35.51354384	antithetica
-115.1983852	35.65356867	antithetica
-115.2060796	35.66142297	antithetica
-115.0747099	35.22120482	antithetica
-115.1251044	35.41029344	antithetica
-115.1327668	35.41815414	antithetica
-115.1295458	35.42780105	antithetica
-115.1372103	35.43566134	antithetica
-115.1339892	35.44530821	antithetica
-115.1416559	35.45316809	antithetica
-115.1384346	35.46281494	antithetica
-115.1461036	35.47067441	antithetica
-115.1428821	35.48032123	antithetica
-115.1505533	35.48818029	antithetica
-115.1473316	35.49782709	antithetica
-115.1517831	35.51533251	antithetica
-115.1594588	35.52319075	antithetica
-115.1562367	35.5328375	antithetica
-115.1639146	35.54069534	antithetica
-115.1874691	35.65536041	antithetica
-115.1951626	35.66321541	antithetica
-115.1919391	35.67286198	antithetica
-115.0864174	35.275609	antithetica
-115.093144	35.33845282	antithetica
-115.0967884	35.33880777	antithetica
-115.1218828	35.4199402	antithetica
-115.1186604	35.42958679	antithetica
-115.126324	35.43744778	antithetica
-115.1231014	35.44709434	antithetica
-115.140495	35.5200719	antithetica
-115.0599139	35.2294069	antithetica
-115.0916152	35.34077265	antithetica
-115.1109983	35.42172526	antithetica
-115.1077745	35.43137154	antithetica
-115.1154371	35.43923321	antithetica
-115.1122131	35.44887946	antithetica
-115.1001134	35.42350931	antithetica
-115.1013243	35.45066358	antithetica
-115.0682861	35.36489884	antithetica
-115.0892279	35.42529235	antithetica
-115.090435	35.45244669	antithetica
-115.0574082	35.36667904	antithetica
-115.0650592	35.37454444	antithetica
-115.0618316	35.38418988	antithetica
-115.0694848	35.39205487	antithetica
-115.0662569	35.40170027	antithetica
-115.0783419	35.42707439	antithetica
-114.9886377	35.11093596	antithetica
-115.0541799	35.37632434	antithetica
-115.0509508	35.38596946	antithetica
-115.0586031	35.39383514	antithetica
-115.0630282	35.4113455	antithetica
-115.0718847	35.4463649	antithetica
-115.0686548	35.4560099	antithetica
-114.9775793	35.1126902	antithetica
-115.035651	35.37023644	antithetica
-115.0433001	35.37810322	antithetica
-115.0521436	35.41312514	antithetica
-115.0489127	35.42276989	antithetica
-115.0565684	35.43063544	antithetica
-115.0324198	35.37988111	antithetica
-115.0291877	35.3895256	antithetica
-115.0456809	35.43241446	antithetica
-115.0424484	35.44205887	antithetica
-115.0501054	35.44992471	antithetica
-115.0183054	35.39130216	antithetica
-115.0259549	35.39916992	antithetica
-115.0227212	35.40881407	antithetica
-115.0347929	35.43419248	antithetica
-115.039215	35.4517031	antithetica
-115.0359808	35.46134716	antithetica
-115.0074227	35.39307772	antithetica
-115.0150712	35.40094617	antithetica
-115.0118361	35.41059001	antithetica
-115.0206689	35.44561326	antithetica
-115.0283241	35.45348049	antithetica
-115.0250884	35.46312424	antithetica
-115.6906761	35.88194706	antithetica
-115.6984444	35.88976788	antithetica
-115.7136934	35.96933903	antithetica
-115.7229152	36.00429298	antithetica
-115.7399342	36.04706252	antithetica
-115.7367638	36.05672089	antithetica
-115.7445548	36.06453769	antithetica
-115.7413843	36.07419606	antithetica
-115.6783145	35.85664565	antithetica
-115.6797389	35.88378377	antithetica
-115.6875063	35.8916053	antithetica
-115.7059154	35.96151967	antithetica
-115.7027442	35.97117774	antithetica
-115.7105229	35.97899725	antithetica
-115.7119612	36.00613248	antithetica
-115.7197444	36.01395119	antithetica
-115.7211867	36.04108562	antithetica
-115.7289745	36.04890353	antithetica
-115.7258026	36.0585616	antithetica
-115.7335927	36.0663791	antithetica
-115.7304207	36.07603717	antithetica
-115.664209	35.86813906	antithetica
-115.6719732	35.87596169	antithetica
-115.6688013	35.88561947	antithetica
-115.6917946	35.97301543	antithetica
-115.7041796	35.99831322	antithetica
-115.7010067	36.00797098	antithetica
-115.708789	36.01579039	antithetica
-115.705616	36.02544815	antithetica
-115.7102273	36.04292492	antithetica
-115.7180142	36.05074354	antithetica
-115.7148409	36.0604013	antithetica
-115.72263	36.06821951	antithetica
-115.7194565	36.07787727	antithetica
-115.6578631	35.88745417	antithetica
-115.6624551	35.90493457	antithetica
-115.6808443	35.97485212	antithetica
-115.6886212	35.98267304	antithetica
-115.693226	36.00015101	antithetica
-115.6900517	36.00980847	antithetica
-115.697833	36.01762859	antithetica
-115.6946585	36.02728604	antithetica
-115.7024421	36.03510576	antithetica
-115.6992675	36.04476321	antithetica
-115.7070534	36.05258253	antithetica
-115.7116667	36.0700589	antithetica
-115.7084918	36.07971636	antithetica
-115.6469244	35.88928785	antithetica
-115.654689	35.89711149	antithetica
-115.651514	35.90676866	antithetica
-115.6698936	35.9766878	antithetica
-115.6776695	35.98450942	antithetica
-115.6822719	36.0019878	antithetica
-115.6790961	36.01164495	antithetica
-115.6868765	36.01946577	antithetica
-115.6837005	36.02912292	antithetica
-115.6914832	36.03694334	antithetica
-115.700703	36.07189729	antithetica
-115.6975266	36.08155444	antithetica
-115.6391615	35.88146366	antithetica
-115.6359852	35.89112053	antithetica
-115.6437488	35.89894487	antithetica
-115.6483383	35.91642567	antithetica
-115.6451617	35.92608252	antithetica
-115.6529299	35.93390606	antithetica
-115.6589423	35.97852247	antithetica
-115.6667173	35.9863448	antithetica
-115.6713173	36.00382357	antithetica
-115.66814	36.01348041	antithetica
-115.6759195	36.02130194	antithetica
-115.672742	36.03095878	antithetica
-115.6897387	36.07373466	antithetica
-115.6865608	36.08339151	antithetica
-115.6250455	35.8929522	antithetica
-115.6328081	35.90077724	antithetica
-115.6342172	35.92791499	antithetica
-115.6419843	35.93573923	antithetica
-115.6388062	35.94539577	antithetica
-115.651169	35.97069959	antithetica
-115.6479905	35.98035613	antithetica
-115.6557645	35.98817916	antithetica
-115.6525859	35.9978357	antithetica
-115.6603621	36.00565833	antithetica
-115.6571834	36.01531487	antithetica
-115.6649619	36.0231371	antithetica
-115.661783	36.03279364	antithetica
-115.6787739	36.07557103	antithetica
-115.6755945	36.08522757	antithetica
-115.6310383	35.93757138	antithetica
-115.6278587	35.94722762	antithetica
-115.6370382	35.98218878	antithetica
-115.6448112	35.99001251	antithetica
-115.6416311	35.99966875	antithetica
-115.6494064	36.00749208	antithetica
-115.6540038	36.02497126	antithetica
-115.6508234	36.03462749	antithetica
-115.6586032	36.04245003	antithetica
-115.6600241	36.06958464	antithetica
-115.6678085	36.07740638	antithetica
-115.6646277	36.08706262	antithetica
-115.6246782	35.95688371	antithetica
-115.6292668	35.97436449	antithetica
-115.6260853	35.98402041	antithetica
-115.6338574	35.99184486	antithetica
-115.6306759	36.00150078	antithetica
-115.6384502	36.00932483	antithetica
-115.6398633	36.03646033	antithetica
-115.6476422	36.04428357	antithetica
-115.6490592	36.07141827	antithetica
-115.6568426	36.07924072	antithetica
-115.6536603	36.08889666	antithetica
-115.6137287	35.95871425	antithetica
-115.6105459	35.96836987	antithetica
-115.6183148	35.97619542	antithetica
-115.6151319	35.98585104	antithetica
-115.6229031	35.99367619	antithetica
-115.6197201	36.00333181	antithetica
-115.6274935	36.01115656	antithetica
-115.6243103	36.02081218	antithetica
-115.6289026	36.03829215	antithetica
-115.6366806	36.0461161	antithetica
-115.6334971	36.05577172	antithetica
-115.6380937	36.0732509	antithetica
-115.6458762	36.08107405	antithetica
-115.6426924	36.09072968	antithetica
-115.5524966	35.76821957	antithetica
-115.5630017	35.83033194	antithetica
-115.5995944	35.9701991	antithetica
-115.6073624	35.97802535	antithetica
-115.6119482	35.99550651	antithetica
-115.6087637	36.00516183	antithetica
-115.6165362	36.01298728	antithetica
-115.6133515	36.0226426	antithetica
-115.6211263	36.03046765	antithetica
-115.6179415	36.04012297	antithetica
-115.6257185	36.04794762	antithetica
-115.6225335	36.05760294	antithetica
-115.6303128	36.0654272	antithetica
-115.6271277	36.07508252	antithetica
-115.5475067	35.81467134	antithetica
-115.5552534	35.82250192	antithetica
-115.5520689	35.83215698	antithetica
-115.5886424	35.97202731	antithetica
-115.5964094	35.97985426	antithetica
-115.5932236	35.98950927	antithetica
-115.5983285	36.00675526	antithetica
-115.5978069	36.00699084	antithetica
-115.6055784	36.01481699	antithetica
-115.6023923	36.024472	antithetica
-115.6101661	36.03229776	antithetica
-115.6069798	36.04195277	antithetica
-115.6147558	36.04977813	antithetica
-115.6115694	36.05943314	antithetica
-115.6193477	36.06725811	antithetica
-115.6161612	36.07691312	antithetica
-115.5306479	35.77186689	antithetica
-115.5274625	35.78152168	antithetica
-115.5365758	35.81649498	antithetica
-115.5411356	35.83398101	antithetica
-115.5488836	35.84181188	antithetica
-115.5854559	35.98168217	antithetica
-115.5822686	35.99133687	antithetica
-115.5946201	36.0166457	antithetica
-115.5914324	36.0263004	antithetica
-115.5992053	36.03412686	antithetica
-115.5960175	36.04378157	antithetica
-115.6037927	36.05160763	antithetica
-115.6083821	36.069088	antithetica
-115.5165359	35.78334352	antithetica
-115.5242762	35.7911763	antithetica
-115.5256444	35.81831761	antithetica
-115.5333892	35.82614959	antithetica
-115.5302018	35.83580404	antithetica
-115.5379489	35.84363561	antithetica
-115.5347613	35.85329005	antithetica
-115.5745019	35.98350906	antithetica
-115.5790805	36.00099142	antithetica
-115.5758915	36.01064582	antithetica
-115.5836612	36.01847339	antithetica
-115.5804721	36.02812779	antithetica
-115.588244	36.03595495	antithetica
-115.5850548	36.04560935	antithetica
-115.592829	36.05343612	antithetica
-115.5133481	35.79299784	antithetica
-115.5101596	35.802652	antithetica
-115.5192675	35.83762605	antithetica
-115.5270136	35.84545833	antithetica
-115.5238246	35.85511246	antithetica
-115.531573	35.86294433	antithetica
-115.5283838	35.87259845	antithetica
-115.5681235	36.00281771	antithetica
-115.5649331	36.0124718	antithetica
-115.5727018	36.02030007	antithetica
-115.5695112	36.02995416	antithetica
-115.5772822	36.03778203	antithetica
-115.5024196	35.79481836	antithetica
-115.4992295	35.80447222	antithetica
-115.50378	35.82195984	antithetica
-115.511523	35.82979322	antithetica
-115.5083326	35.83944706	antithetica
-115.5160778	35.84728003	antithetica
-115.5128873	35.85693386	antithetica
-115.5206348	35.86476643	antithetica
-115.5174441	35.87442025	antithetica
-115.543451	35.95219231	antithetica
-115.557166	36.00464298	antithetica
-115.5539741	36.01429677	antithetica
-115.5617419	36.02212574	antithetica
-115.5585498	36.03177953	antithetica
-115.5631277	36.04926189	antithetica
-115.4914905	35.79663788	antithetica
-115.488299	35.80629143	antithetica
-115.4960387	35.81412591	antithetica
-115.4928471	35.82377945	antithetica
-115.5005891	35.83161353	antithetica
-115.4973973	35.84126706	antithetica
-115.5051415	35.84910073	antithetica
-115.5019495	35.85875425	antithetica
-115.509696	35.86658753	antithetica
