xUTM,yUTM,Forest,Bird,Zones
1293511.589,11968202.87,3014,0.109195154,3
1283511.589,11978202.87,3015,0.196709223,3
1753511.589,12158202.87,3016,0.154153537,3
1393511.589,11958202.87,3026,0.076961041,3
1663511.589,12038202.87,3032,0,3
1303511.589,11998202.87,3032,0.187209591,3
1483511.589,11998202.87,3037,0.15718322,3
1453511.589,11978202.87,3046,0.058844214,3
1323511.589,11948202.87,3046,0.235704333,3
1333511.589,11948202.87,3050,0.090973517,3
1113511.589,12138202.87,3053,0.182321557,3
1443511.589,12008202.87,3054,0.09531018,3
1143511.589,12138202.87,3061,0.470003629,3
1453511.589,12008202.87,3064,0.187209591,3
1353511.589,11998202.87,3067,0.246133251,3
1303511.589,12098202.87,3078,0.362905494,3
1503511.589,11998202.87,3083,0.040825195,3
1153511.589,12138202.87,3096,0.268262222,3
1423511.589,12008202.87,3102,0.090973517,3
1283511.589,11798202.87,3103,0.430034136,3
1533511.589,11998202.87,3104,0.113328685,3
1723511.589,12098202.87,3110,0,3
1623511.589,12098202.87,3113,0.062523993,3
1383511.589,12038202.87,3119,0.532215226,3
1483511.589,11958202.87,3120,0.051291794,3
1473511.589,11998202.87,3125,0.037738847,3
1493511.589,11958202.87,3132,0,3
1333511.589,11908202.87,3138,0.200668877,3
1663511.589,12128202.87,3139,0.270286646,3
1403511.589,11948202.87,3146,0.2288393,3
1683511.589,12078202.87,3155,0.262364264,3
1483511.589,11978202.87,3156,0.223143551,3
1403511.589,12018202.87,3164,0.186587445,3
1573511.589,12008202.87,3175,0.154153537,3
1483511.589,11988202.87,3181,0.151235005,3
1213511.589,12218202.87,3200,0.277631737,3
1673511.589,12108202.87,3201,0.175892602,3
1563511.589,12158202.87,3201,0.268262222,3
1223511.589,11808202.87,3204,0,3
1423511.589,11958202.87,3210,0.303188721,3
1193511.589,12068202.87,3210,0.361011527,3
1293511.589,11948202.87,3211,0.21511138,3
1513511.589,11978202.87,3235,0.01904744,3
1453511.589,12208202.87,3246,0.246860078,3
1313511.589,11978202.87,3259,0.182321557,3
1463511.589,11978202.87,3270,0.182321557,3
1473511.589,11988202.87,3292,0.109195154,3
1553511.589,12158202.87,3303,0.074105115,3
1723511.589,12148202.87,3303,0.21511138,3
1243511.589,12038202.87,3305,0.392042088,3
1333511.589,11878202.87,3312,0.223143551,3
1303511.589,12188202.87,3314,0.889856403,3
1443511.589,11998202.87,3316,0.269660658,3
1753511.589,12138202.87,3322,0.076961041,3
1243511.589,11998202.87,3335,0.113328685,3
1303511.589,12108202.87,3338,0.3074847,3
1623511.589,12018202.87,3348,0.23639141,3
1493511.589,11988202.87,3361,0.154153537,3
1283511.589,11968202.87,3381,0.238410417,3
1513511.589,11968202.87,3396,0.148420005,3
1433511.589,11968202.87,3399,0.117783036,3
1413511.589,12008202.87,3403,0,3
1243511.589,12168202.87,3406,0.631271777,3
1633511.589,12068202.87,3419,0.090973517,3
1743511.589,12158202.87,3428,0.035087182,3
1343511.589,11978202.87,3429,0.191892278,3
1363511.589,12058202.87,3450,0.111228267,3
1183511.589,12188202.87,3456,0.465361622,3
1173511.589,12188202.87,3457,0.444685821,3
1733511.589,12148202.87,3465,0,3
1553511.589,12138202.87,3474,0.230524247,3
1283511.589,11948202.87,3475,0.216223664,3
1643511.589,12018202.87,3481,0.143104177,3
1333511.589,11998202.87,3482,0,3
1223511.589,12058202.87,3483,0.223143551,3
1153511.589,12188202.87,3485,0.138151951,3
1343511.589,11938202.87,3505,0.128613067,3
1323511.589,11838202.87,3512,0.052184397,3
1673511.589,12118202.87,3519,0.148420005,3
1203511.589,12208202.87,3524,0.182321557,3
1083511.589,12188202.87,3524,0.448026389,3
1333511.589,12028202.87,3527,0.247836164,3
1713511.589,12158202.87,3534,0.231801959,3
1663511.589,12118202.87,3546,0.101780114,3
1283511.589,11958202.87,3549,0.331359187,3
1203511.589,12058202.87,3568,0.392042088,3
1253511.589,11988202.87,3569,0.277631737,3
1253511.589,12178202.87,3570,0.230524247,3
1373511.589,12188202.87,3572,0.361011527,3
1313511.589,12088202.87,3582,0.451986033,3
1313511.589,12188202.87,3590,0.565313809,3
1273511.589,12198202.87,3620,0.824175443,3
1223511.589,12238202.87,3631,0.78845736,3
1343511.589,12028202.87,3632,0.451986033,3
1613511.589,12018202.87,3640,0.125160202,3
1263511.589,11998202.87,3646,0.330238562,3
1323511.589,11878202.87,3654,0.220756705,3
1563511.589,12028202.87,3655,0.30672706,3
1413511.589,11838202.87,3671,0,3
1383511.589,12048202.87,3671,0.609765572,3
1533511.589,12038202.87,3672,0.492474263,3
1373511.589,12048202.87,3673,0.262364264,3
1693511.589,12148202.87,3685,0.496438625,3
1383511.589,11958202.87,3687,0.082234151,3
1273511.589,11988202.87,3697,0.432866244,3
1713511.589,12128202.87,3700,0.109195154,3
1533511.589,11988202.87,3710,0.21511138,3
1383511.589,12018202.87,3712,0.189239241,3
1183511.589,12118202.87,3720,0.352823537,3
1303511.589,12118202.87,3722,0.85744902,3
1293511.589,11958202.87,3723,0.154153537,3
1463511.589,12008202.87,3724,0.111228267,3
1273511.589,11958202.87,3725,0.182321557,3
1643511.589,12108202.87,3727,0.123234814,3
1293511.589,11978202.87,3730,0.238410417,3
1563511.589,12018202.87,3747,0.117783036,3
1633511.589,12018202.87,3752,0.058268908,3
1523511.589,11988202.87,3758,0.033898885,3
1663511.589,12098202.87,3759,0.160340057,3
1243511.589,12028202.87,3764,0.336472237,3
1323511.589,12038202.87,3771,0.429858489,3
1273511.589,12168202.87,3783,0.587786665,3
1183511.589,12178202.87,3786,0.528844308,3
1183511.589,12138202.87,3789,0.344837153,3
1343511.589,12018202.87,3795,0.216223664,3
1273511.589,11978202.87,3796,0.138839778,3
1663511.589,12088202.87,3798,0.336472237,3
1423511.589,12048202.87,3808,0.528844308,3
1453511.589,11968202.87,3832,0.39086572,3
1133511.589,12128202.87,3833,0.188055089,3
1073511.589,12148202.87,3860,0.374696574,3
1673511.589,12098202.87,3861,0.154153537,3
1353511.589,12058202.87,3865,0.367721703,3
1313511.589,12148202.87,3871,0.675130857,3
1563511.589,12138202.87,3881,0.246860078,3
1253511.589,11998202.87,3886,0.169903099,3
1303511.589,11808202.87,3888,0.184735308,3
1503511.589,11968202.87,3890,0.19105828,3
1593511.589,12018202.87,3891,0.044447415,3
1613511.589,12078202.87,3907,0.108217431,3
1263511.589,11968202.87,3909,0,3
1623511.589,12068202.87,3913,0.916290732,3
1623511.589,12108202.87,3918,0.143104177,3
1543511.589,12138202.87,3926,0.364643114,3
1403511.589,11958202.87,3949,0.315080776,3
1263511.589,12198202.87,3949,0.609765572,3
1283511.589,12218202.87,3960,0.762141385,3
1303511.589,11978202.87,3975,0.247836164,3
1303511.589,12268202.87,3977,0.182321557,3
1373511.589,12058202.87,4004,0.113328685,4
1193511.589,12208202.87,4010,0.171850257,4
1313511.589,12118202.87,4020,0.875468737,4
1383511.589,11978202.87,4021,0.217720875,4
1493511.589,11978202.87,4046,0.3074847,4
1743511.589,12118202.87,4047,0.076961041,4
1323511.589,12028202.87,4051,0.305379544,4
1073511.589,12188202.87,4052,0.238410417,4
1423511.589,12018202.87,4057,0.38865799,4
1623511.589,12128202.87,4058,0.113328685,4
1553511.589,12038202.87,4076,0.277631737,4
1633511.589,12128202.87,4080,0.074105115,4
1443511.589,11978202.87,4089,0.175892602,4
1383511.589,11968202.87,4091,0.21511138,4
1453511.589,11958202.87,4103,0.074105115,4
1343511.589,12078202.87,4133,0.277631737,4
1233511.589,12248202.87,4140,0.277631737,4
1323511.589,11968202.87,4144,0.49899188,4
1243511.589,12178202.87,4153,0.381370483,4
1223511.589,12048202.87,4168,0.28256651,4
1213511.589,12178202.87,4174,0.672944473,4
1713511.589,12108202.87,4190,0.074105115,4
1323511.589,12068202.87,4191,0.348309047,4
1283511.589,12188202.87,4199,0.652325186,4
1423511.589,12058202.87,4202,0.667172747,4
1193511.589,12178202.87,4204,0.587786665,4
1303511.589,11798202.87,4222,0.35392617,4
1563511.589,12048202.87,4225,0.61436368,4
1233511.589,12008202.87,4241,0.430781916,4
1213511.589,12238202.87,4263,0.485507816,4
1573511.589,12128202.87,4267,0,4
1273511.589,12218202.87,4275,0.470003629,4
1733511.589,12158202.87,4281,0.060624622,4
1593511.589,12128202.87,4284,0.223143551,4
1623511.589,12118202.87,4304,0.367721703,4
1623511.589,12078202.87,4307,0,4
1583511.589,12018202.87,4317,0.028985823,4
1413511.589,12018202.87,4324,0.570544424,4
1103511.589,12138202.87,4327,0.530628251,4
1563511.589,12038202.87,4344,0.33213427,4
1653511.589,12048202.87,4355,0.127830172,4
1363511.589,12018202.87,4370,0.3074847,4
1353511.589,12078202.87,4386,0.494696242,4
1463511.589,12028202.87,4402,0.194159544,4
1603511.589,12018202.87,4409,0.315080776,4
1423511.589,12068202.87,4410,0.427441841,4
1433511.589,11978202.87,4415,0.117783036,4
1303511.589,12178202.87,4415,0.712949808,4
1673511.589,12128202.87,4418,0.042561281,4
1673511.589,12088202.87,4419,0.105359516,4
1303511.589,11968202.87,4426,0.169075886,4
1173511.589,12178202.87,4431,0.562525835,4
1633511.589,12118202.87,4444,0.040825195,4
1653511.589,12028202.87,4449,0.148420005,4
1333511.589,11918202.87,4458,0.148420005,4
1443511.589,11968202.87,4476,0.714199027,4
1743511.589,12108202.87,4477,0,4
1353511.589,12028202.87,4477,0.239229476,4
1743511.589,12128202.87,4490,0.076961041,4
1713511.589,12098202.87,4497,0.146599383,4
1713511.589,12118202.87,4505,0.033898885,4
1313511.589,12138202.87,4509,0.672944473,4
1643511.589,12048202.87,4511,0.173272403,4
1253511.589,11978202.87,4517,0.036370501,4
1573511.589,12018202.87,4538,0.077960541,4
1643511.589,12058202.87,4542,0.109195154,4
1653511.589,12098202.87,4572,0.129210822,4
1273511.589,11968202.87,4573,0.336472237,4
1223511.589,11998202.87,4588,0.741937345,4
1393511.589,12018202.87,4591,0.305379544,4
1333511.589,11898202.87,4609,0.258742329,4
1333511.589,12018202.87,4612,0.503903723,4
1553511.589,12028202.87,4615,0.055567148,4
1333511.589,11888202.87,4620,0.08701221,4
1363511.589,12008202.87,4636,0.374696574,4
1263511.589,12188202.87,4643,0.732367894,4
1613511.589,12048202.87,4644,0.146599383,4
1593511.589,12028202.87,4655,0.226529811,4
1273511.589,12208202.87,4661,0.770108222,4
1413511.589,12058202.87,4676,0.631271777,4
1733511.589,12138202.87,4680,0.117783036,4
1703511.589,12148202.87,4698,0.048790164,4
1363511.589,12208202.87,4698,0.405465108,4
1563511.589,12128202.87,4724,0.470003629,4
1723511.589,12128202.87,4731,0.139761942,4
1223511.589,11958202.87,4754,0.194159544,4
1383511.589,12198202.87,4754,0.712949808,4
1263511.589,12228202.87,4759,0.364643114,4
1553511.589,11998202.87,4762,0.055056206,4
1633511.589,12058202.87,4768,0.182321557,4
1433511.589,11958202.87,4772,0.411619464,4
1203511.589,12238202.87,4785,0.160340057,4
1233511.589,12258202.87,4785,0.231801959,4
1493511.589,11968202.87,4792,0.143104177,4
1273511.589,12188202.87,4801,0.455473577,4
1493511.589,12028202.87,4806,0.492474263,4
1613511.589,12038202.87,4809,0.443929125,4
1543511.589,12018202.87,4810,0.55431031,4
1433511.589,12068202.87,4820,0.536306218,4
1293511.589,12148202.87,4836,0.733967575,4
1663511.589,12078202.87,4837,0.14518201,4
1323511.589,12148202.87,4867,0.564529411,4
1343511.589,11998202.87,4879,0.336472237,4
1193511.589,12258202.87,4916,0.583148146,4
1333511.589,12058202.87,4924,0.54113172,4
1313511.589,12128202.87,4932,0.518793793,4
1633511.589,12078202.87,4940,0.231801959,4
1323511.589,12078202.87,4940,0.341751136,4
1223511.589,11948202.87,4946,0.268262222,4
1623511.589,12088202.87,4949,0.246860078,4
1333511.589,11978202.87,4956,0.360704813,4
1093511.589,12148202.87,4961,0.352823537,4
1513511.589,12008202.87,4966,0.381370483,4
1633511.589,12098202.87,4972,0.143104177,4
1193511.589,12228202.87,4972,0.255935955,4
1213511.589,12048202.87,4974,0.120632306,4
1363511.589,12068202.87,4974,0.331359187,4
1523511.589,12028202.87,4977,0.39019579,4
1693511.589,12138202.87,4978,0.470003629,4
1443511.589,11958202.87,4981,0.111228267,4
1523511.589,12138202.87,4982,0.251311095,4
1343511.589,12208202.87,4982,0.488352995,4
1233511.589,12018202.87,4985,0.238410417,4
1263511.589,12248202.87,4997,0.451986033,4
1153511.589,12118202.87,5013,0.405465108,5
1633511.589,12028202.87,5015,0.234842847,5
1673511.589,12058202.87,5030,0.251311095,5
1623511.589,12038202.87,5033,0.387762674,5
1353511.589,12018202.87,5038,0.474456202,5
1403511.589,12058202.87,5045,0.482851984,5
1393511.589,11978202.87,5046,0.570544424,5
1343511.589,12048202.87,5053,0.538999001,5
1653511.589,12058202.87,5061,0.105359516,5
1213511.589,12198202.87,5063,0.08701221,5
1633511.589,12038202.87,5080,0.375390706,5
1583511.589,12128202.87,5087,0.225804009,5
1573511.589,12138202.87,5092,0.076961041,5
1353511.589,12068202.87,5099,0.287679572,5
1203511.589,12248202.87,5108,0.405465108,5
1443511.589,12058202.87,5123,0.628608659,5
1293511.589,12178202.87,5127,0.592049787,5
1543511.589,11998202.87,5129,0.138151951,5
1343511.589,12008202.87,5134,0.227780783,5
1563511.589,12008202.87,5194,0.125160202,5
1363511.589,12028202.87,5202,0.364643114,5
1593511.589,12038202.87,5202,0.419854417,5
1643511.589,12028202.87,5211,0.319318811,5
1633511.589,12048202.87,5226,0.167055623,5
1533511.589,12048202.87,5233,0.352823537,5
1323511.589,12188202.87,5243,0.492474263,5
1653511.589,12038202.87,5276,0.090973517,5
1603511.589,12028202.87,5278,0.21962537,5
1703511.589,12138202.87,5286,0.361011527,5
1543511.589,12148202.87,5311,0.696476632,5
1363511.589,12048202.87,5315,0.35019902,5
1523511.589,12018202.87,5321,0.336472237,5
1273511.589,12248202.87,5326,0.344837153,5
1373511.589,12028202.87,5356,0.405465108,5
1283511.589,12168202.87,5358,0.565313809,5
1543511.589,12008202.87,5372,0.039220713,5
1703511.589,12098202.87,5375,0.154153537,5
1253511.589,12188202.87,5375,0.648411287,5
1653511.589,12068202.87,5382,0.235190692,5
1343511.589,11988202.87,5392,0.271933715,5
1233511.589,12188202.87,5401,0.336472237,5
1433511.589,12018202.87,5402,0.320908897,5
1233511.589,12178202.87,5414,0.542324291,5
1473511.589,12038202.87,5418,0.213577946,5
1293511.589,12228202.87,5421,0.858661619,5
1293511.589,11988202.87,5436,0.122598091,5
1703511.589,12088202.87,5437,0.182321557,5
1643511.589,12098202.87,5438,0.169903099,5
1643511.589,12038202.87,5469,0.470003629,5
1483511.589,11968202.87,5471,0.293758573,5
1433511.589,12088202.87,5479,0.23639141,5
1523511.589,12008202.87,5484,0.113328685,5
1593511.589,12048202.87,5488,0.143104177,5
1623511.589,12028202.87,5495,0.293348488,5
1293511.589,12128202.87,5501,0.693147181,5
1283511.589,12228202.87,5511,0.667147089,5
1583511.589,12028202.87,5524,0.125160202,5
1553511.589,12048202.87,5534,0.46608973,5
1433511.589,12058202.87,5538,0.548566396,5
1273511.589,12238202.87,5548,0.254231281,5
1403511.589,12028202.87,5594,0.538999001,5
1233511.589,12028202.87,5601,0.21511138,5
1573511.589,12038202.87,5621,0.479570223,5
1443511.589,12078202.87,5623,0.362905494,5
1483511.589,12028202.87,5634,0.621688772,5
1603511.589,12048202.87,5655,0.040825195,5
1213511.589,12248202.87,5662,0.635989355,5
1613511.589,12098202.87,5665,0.328504867,5
1473511.589,12028202.87,5668,0.482851984,5
1663511.589,12068202.87,5688,0.418710335,5
1733511.589,12118202.87,5693,0.129210822,5
1533511.589,12018202.87,5698,0.310157595,5
1453511.589,12018202.87,5711,0.093526772,5
1243511.589,12008202.87,5752,0.318453731,5
1513511.589,12138202.87,5761,0.48342565,5
1393511.589,12058202.87,5783,0.587786665,5
1293511.589,12268202.87,5791,0.430781916,5
1583511.589,12038202.87,5796,0.17693206,5
1473511.589,12008202.87,5803,0.076961041,5
1493511.589,12038202.87,5813,0.723918839,5
1473511.589,12018202.87,5828,0.470003629,5
1533511.589,12008202.87,5828,0.583148146,5
1663511.589,12058202.87,5842,0.323784949,5
1653511.589,12078202.87,5846,0.264692322,5
1443511.589,12068202.87,5864,0.490620876,5
1443511.589,12018202.87,5868,0.234842847,5
1373511.589,12038202.87,5877,0.279584374,5
1543511.589,12028202.87,5880,0.43531513,5
1463511.589,12038202.87,5886,0.470003629,5
1503511.589,12018202.87,5908,0.550044414,5
1223511.589,12248202.87,5917,0.041669635,5
1603511.589,12038202.87,5917,0.287679572,5
1633511.589,12108202.87,5934,0.148420005,5
1263511.589,12208202.87,5934,0.784955782,5
1573511.589,12028202.87,5939,0.178246599,5
1513511.589,12018202.87,5985,0.362905494,5
1503511.589,12008202.87,5988,0.451986033,5
1403511.589,12088202.87,5995,0.629120528,5
1693511.589,12128202.87,6017,0.076961041,6
1293511.589,12168202.87,6019,0.773191427,6
1363511.589,12038202.87,6029,0.725938616,6
1393511.589,12028202.87,6039,0.710240258,6
1673511.589,12078202.87,6040,0.277631737,6
1653511.589,12088202.87,6056,0.167055623,6
1353511.589,12008202.87,6056,0.516392102,6
1333511.589,12078202.87,6061,0.331359187,6
1683511.589,12068202.87,6071,0.268262222,6
1393511.589,12198202.87,6083,0.39465354,6
1213511.589,12258202.87,6083,0.405465108,6
1583511.589,12048202.87,6085,0.21029334,6
1593511.589,12118202.87,6085,0.246860078,6
1613511.589,12058202.87,6086,0.080039631,6
1243511.589,12018202.87,6093,0.467550623,6
1343511.589,12128202.87,6129,0.182321557,6
1303511.589,12258202.87,6146,0.470003629,6
1253511.589,12258202.87,6146,0.650589305,6
1283511.589,12158202.87,6146,0.733967575,6
1303511.589,12228202.87,6172,0.7137681,6
1333511.589,12088202.87,6195,0.351396035,6
1393511.589,12088202.87,6213,0.559615788,6
1453511.589,12068202.87,6235,0.479570223,6
1443511.589,12148202.87,6242,0.559615788,6
1383511.589,12098202.87,6244,0.652325186,6
1443511.589,12048202.87,6260,0.393905216,6
1643511.589,12088202.87,6264,0.187209591,6
1343511.589,12108202.87,6266,0.470003629,6
1573511.589,12068202.87,6288,0.268262222,6
1463511.589,12018202.87,6304,0.318453731,6
1543511.589,12048202.87,6315,0.710240258,6
1723511.589,12118202.87,6323,0.23639141,6
1473511.589,12058202.87,6329,0.405465108,6
1633511.589,12088202.87,6355,0.223143551,6
1423511.589,12078202.87,6364,0.497837644,6
1223511.589,12178202.87,6393,0.587786665,6
1413511.589,12068202.87,6398,0.553384988,6
1333511.589,12118202.87,6401,0.7137681,6
1493511.589,12008202.87,6430,0.42488204,6
1433511.589,12048202.87,6434,0.653480768,6
1533511.589,12158202.87,6440,0.188055089,6
1233511.589,12038202.87,6448,0.138151951,6
1573511.589,12058202.87,6452,0.475059576,6
1373511.589,12068202.87,6456,0.382994525,6
1363511.589,12128202.87,6457,0.806475866,6
1733511.589,12128202.87,6478,0.121358857,6
1503511.589,12118202.87,6498,0.671167385,6
1463511.589,12048202.87,6520,0.356673944,6
1723511.589,12108202.87,6521,0.182321557,6
1673511.589,12068202.87,6541,0.503903723,6
1603511.589,12068202.87,6546,0.251311095,6
1553511.589,12128202.87,6557,0.268262222,6
1513511.589,12188202.87,6588,0.302280002,6
1533511.589,12138202.87,6599,0.693147181,6
1383511.589,12058202.87,6630,0.348309047,6
1453511.589,12058202.87,6640,0.287679572,6
1603511.589,12118202.87,6659,0.039220713,6
1403511.589,12198202.87,6664,0.276251997,6
1523511.589,12038202.87,6673,0.356673944,6
1423511.589,12038202.87,6696,0.693147181,6
1463511.589,12068202.87,6713,0.229570852,6
1483511.589,12198202.87,6724,0.61310239,6
1483511.589,12048202.87,6734,0.672944473,6
1313511.589,12168202.87,6736,0.538999001,6
1603511.589,12058202.87,6776,0.182321557,6
1363511.589,12118202.87,6777,0.367721703,6
1343511.589,12168202.87,6782,0.492474263,6
1353511.589,12038202.87,6784,0.770108222,6
1413511.589,12088202.87,6790,0.617097324,6
1573511.589,12048202.87,6794,0.393041588,6
1513511.589,12028202.87,6803,0.133533893,6
1293511.589,12238202.87,6826,0.470003629,6
1473511.589,12078202.87,6834,0.565313809,6
1353511.589,12128202.87,6841,0.448026389,6
1333511.589,12178202.87,6847,0.673729879,6
1363511.589,12088202.87,6860,0.542324291,6
1293511.589,12258202.87,6861,0.388868137,6
1423511.589,12028202.87,6885,0.510827624,6
1423511.589,12098202.87,6900,0.417736176,6
1473511.589,12068202.87,6909,0.497582317,6
1543511.589,12128202.87,6942,0.530628251,6
1573511.589,12108202.87,6955,0.182321557,6
1483511.589,12038202.87,6972,0.518793793,6
1393511.589,12098202.87,6978,0.693147181,6
1483511.589,12118202.87,6985,0.255935955,6
1553511.589,12018202.87,6989,0.346274042,6
1413511.589,12078202.87,6999,0.56165371,6
1383511.589,12028202.87,7012,0.444685821,7
1443511.589,12038202.87,7023,0.704710072,7
1423511.589,12148202.87,7050,0.52609446,7
1483511.589,12018202.87,7064,0.538999001,7
1353511.589,12108202.87,7065,0.405465108,7
1563511.589,12098202.87,7079,0.806475866,7
1213511.589,12068202.87,7091,0.735109325,7
1423511.589,12088202.87,7104,0.518793793,7
1493511.589,12198202.87,7114,0.736072561,7
1453511.589,12158202.87,7124,0.510827624,7
1313511.589,12248202.87,7125,0.503105903,7
1463511.589,12058202.87,7128,0.470003629,7
1383511.589,12208202.87,7138,0.741937345,7
1263511.589,12258202.87,7138,0.748719059,7
1313511.589,12258202.87,7142,0.277631737,7
1533511.589,12128202.87,7148,0.572520731,7
1313511.589,12268202.87,7151,0.276251997,7
1463511.589,12078202.87,7155,0.367721703,7
1353511.589,12088202.87,7158,0.451986033,7
1543511.589,12068202.87,7175,0.641853886,7
1453511.589,12038202.87,7203,0.634304408,7
1443511.589,12138202.87,7203,0.693147181,7
1553511.589,12008202.87,7214,0.188055089,7
1343511.589,12138202.87,7216,0.485507816,7
1353511.589,12148202.87,7250,0.419854417,7
1433511.589,12178202.87,7251,0.553384988,7
1523511.589,12078202.87,7253,0.652325186,7
1543511.589,12058202.87,7276,0.78845736,7
1323511.589,12178202.87,7285,0.530628251,7
1393511.589,12078202.87,7290,0.328504867,7
1453511.589,12028202.87,7290,0.798506696,7
1423511.589,12158202.87,7292,0.476923382,7
1593511.589,12078202.87,7293,0.336472237,7
1443511.589,12088202.87,7294,0.482851984,7
1303511.589,12238202.87,7304,0.732367894,7
1323511.589,12228202.87,7304,0.836247024,7
1523511.589,12048202.87,7352,0.655408968,7
1493511.589,12118202.87,7359,0.36179183,7
1593511.589,12058202.87,7381,0.459530224,7
1383511.589,12178202.87,7392,0.405465108,7
1363511.589,12168202.87,7395,0.672092069,7
1393511.589,12168202.87,7407,0.602631489,7
1373511.589,12088202.87,7425,0.510827624,7
1333511.589,12168202.87,7433,0.693147181,7
1303511.589,12168202.87,7435,0.587786665,7
1373511.589,12098202.87,7442,0.565313809,7
1433511.589,12038202.87,7476,0.352823537,7
1513511.589,12148202.87,7502,0.389464444,7
1383511.589,12088202.87,7515,0.474456202,7
1453511.589,12048202.87,7515,0.559615788,7
1583511.589,12058202.87,7520,0.39086572,7
1223511.589,12258202.87,7523,0.422859609,7
1423511.589,12118202.87,7550,0.502458719,7
1473511.589,12048202.87,7558,0.416892895,7
1533511.589,12028202.87,7566,0.492474263,7
1603511.589,12098202.87,7590,0.587786665,7
1213511.589,12058202.87,7597,0.656778796,7
1593511.589,12108202.87,7609,0.446287103,7
1513511.589,12058202.87,7625,0.510827624,7
1583511.589,12118202.87,7627,0.325425734,7
1283511.589,12268202.87,7632,0.510827624,7
1423511.589,12138202.87,7640,0.416892895,7
1403511.589,12208202.87,7656,0.587786665,7
1573511.589,12118202.87,7665,0.306256004,7
1323511.589,12268202.87,7692,0.336472237,7
1353511.589,12138202.87,7704,0.182321557,7
1323511.589,12258202.87,7709,0.470003629,7
1493511.589,12048202.87,7743,0.659243905,7
1483511.589,12008202.87,7754,0.470003629,7
1563511.589,12118202.87,7789,0.101780114,7
1583511.589,12068202.87,7789,0.432866244,7
1493511.589,12108202.87,7798,0.527352303,7
1343511.589,12118202.87,7818,0.459530224,7
1523511.589,12168202.87,7822,0.310157595,7
1553511.589,12118202.87,7826,0.916290732,7
1363511.589,12108202.87,7829,0.78845736,7
1293511.589,12248202.87,7831,0.494696242,7
1433511.589,12158202.87,7854,0.78845736,7
1413511.589,12098202.87,7856,0.370376645,7
1333511.589,12138202.87,7867,0.470003629,7
1583511.589,12108202.87,7867,0.518793793,7
1383511.589,12068202.87,7877,0.61310239,7
1513511.589,12128202.87,7880,0.592049787,7
1443511.589,12198202.87,7881,0.255935955,7
1353511.589,12218202.87,7885,0.661398482,7
1403511.589,12078202.87,7910,0.364643114,7
1493511.589,12058202.87,7921,0.418710335,7
1503511.589,12058202.87,7934,0.318453731,7
1483511.589,12058202.87,7942,0.523603636,7
1283511.589,12248202.87,7951,0.693147181,7
1393511.589,12178202.87,7975,0.834798641,7
1483511.589,12128202.87,7977,0.924258902,7
1453511.589,12078202.87,7988,0.479570223,7
1393511.589,12068202.87,7992,0.52609446,7
1373511.589,12128202.87,7995,0.302280002,7
1403511.589,12138202.87,7997,0.587786665,7
1533511.589,12058202.87,8016,0.432866244,8
1493511.589,12018202.87,8032,0.798506696,8
1433511.589,12128202.87,8038,0.576888607,8
1403511.589,12178202.87,8038,0.78845736,8
1503511.589,12038202.87,8063,0.559615788,8
1403511.589,12098202.87,8065,0.565552417,8
1373511.589,12078202.87,8083,0.122598091,8
1593511.589,12068202.87,8087,0.336472237,8
1403511.589,12068202.87,8092,0.90825856,8
1523511.589,12128202.87,8108,0.064541646,8
1503511.589,12048202.87,8117,0.43531513,8
1573511.589,12078202.87,8123,0.111228267,8
1503511.589,12028202.87,8144,0.430781916,8
1413511.589,12138202.87,8151,0.418710335,8
1383511.589,12078202.87,8164,0.55431031,8
1423511.589,12128202.87,8166,0.745331578,8
1323511.589,12248202.87,8172,0.88239056,8
1493511.589,12088202.87,8176,0.397298519,8
1393511.589,12218202.87,8177,0.348309047,8
1603511.589,12108202.87,8182,0.105359516,8
1463511.589,12108202.87,8184,0.230524247,8
1433511.589,12028202.87,8189,0.367721703,8
1493511.589,12078202.87,8193,0.3074847,8
1393511.589,12108202.87,8197,0.164301839,8
1373511.589,12108202.87,8201,0.730886027,8
1413511.589,12198202.87,8237,0.503105903,8
1533511.589,12068202.87,8243,0.628608659,8
1363511.589,12098202.87,8243,0.767256938,8
1513511.589,12098202.87,8248,0.3074847,8
1533511.589,12118202.87,8252,0.164301839,8
1383511.589,12168202.87,8270,0.298495892,8
1403511.589,12108202.87,8272,0.606133985,8
1403511.589,12168202.87,8283,0.600774183,8
1443511.589,12118202.87,8289,0.78845736,8
1323511.589,12168202.87,8297,0.503105903,8
1383511.589,12118202.87,8307,0.39465354,8
1563511.589,12088202.87,8317,0.583148146,8
1333511.589,12148202.87,8317,1.011600912,8
1433511.589,12098202.87,8324,0.652325186,8
1523511.589,12058202.87,8337,0.631271777,8
1353511.589,12118202.87,8339,0.53467886,8
1503511.589,12188202.87,8343,0.465361622,8
1363511.589,12158202.87,8347,0.364643114,8
1303511.589,12248202.87,8359,0.255935955,8
1433511.589,12188202.87,8362,0.379490674,8
1443511.589,12188202.87,8367,0.353638338,8
1443511.589,12108202.87,8373,0.419854417,8
1583511.589,12078202.87,8391,0.138151951,8
1453511.589,12128202.87,8395,0.612387132,8
1503511.589,12128202.87,8406,0.473285737,8
1443511.589,12128202.87,8418,0.960208091,8
1523511.589,12148202.87,8427,0.374696574,8
1523511.589,12068202.87,8433,0.642753481,8
1493511.589,12128202.87,8435,0.935744279,8
1533511.589,12088202.87,8454,0.48954887,8
