"x"
39798.9199084668
41406.2082379863
35756.299771167
19426.4359267735
41358.6052631579
29281.2757437071
22988.8695652174
9189.04290617849
4998.92562929062
5202.40961098398
11900.1132723112
5941.93935926773
12578.0720823799
6141.19279176201
13283.352402746
11137.2929061785
39660.8987414188
33877.1413043478
50839.9822654462
90526.5835240275
74290.9839816934
14850.3312356979
25788.5949656751
8635.04919908467
3906.9885583524
2552.7414187643
2872.83981693364
7265.55148741419
12678.8466819222
23854.8850114416
27482.8146453089
29950.6064073227
19634.0749427918
24758.8466819222
20837.4176201373
15249.9084668192
21882.7042334096
8348.83867276888
6528.47254004577
10424.5394736842
15601.2019450801
29519.8832951945
27479.8438215103
20385.7734553776
7726.11556064073
2709.20022883295
2978.77517162471
11997.3243707094
21785.4004576659
28000.6739130435
24458.1058352403
55698.9582379863
78439.0869565217
82679.3375286041
67817.459382151
54850.8512585812
40094.6086956522
38788.790617849
23565.4473684211
29390.3832951945
15359.2219679634
11624.5686498856
2831.55892448513
6285.33867276888
22679.6338672769
30954.2294050343
29351.4651029748
14375.1704805492
8040.73455377574
3797.95022883295
3868.06864988558
4404.4828375286
5265.56636155606
2764.06864988558
3253.20709382151
19862.7768878719
45847.4130434783
80712.5543478261
90262.0760869565
24800.8512585812
11093.6693363844
1547.53318077803
640.716247139588
674.056064073227
7148.5
13153.9324942792
15295.2574370709
23206.8970251716
43448.9267734554
52081.4645308925
30710.2488558352
15135.528604119
11587.0835240275
8919.84553775744
5198.9856979405
22999.4405034325
11428.290617849
6286.31121281464
2614.11670480549
10153.5800915332
30128.540617849
39946.1115560641
21331.5835240275
30382.6905034325
18664.6578947368
9779.97254004577
6844.28661327231
8733.87986270023
11067.9874141876
11889.1659038902
23450.6167048055
35193.5097254005
57944.0875286041
63480.081235698
54420.623569794
25832.5732265446
5003.84439359268
2749.43993135011
1576.96224256293
1097.64645308924
2101.87414187643
2125.70423340961
7034.76487414188
8665.17791762014
21340.2660183066
30380.0457665904
29948.8512585812
19641.8770022883
13498.1064073227
5539.3180778032
3930.41304347826
3510.54233409611
