Temp1,Temp2,Temp3
0.724384832,0.635222889,1.137777222
0.724515169,0.635276328,1.137939104
0.130473849,0.422326768,0.600057403
0.138106937,0.409220374,0.604148275
0.138255882,0.409417279,0.60427579
-0.629585764,-0.570226285,-0.148295999
-0.637188556,-0.562283552,-0.149449505
0.729890432,0.630711567,1.141363453
0.730026525,0.630807172,1.141497231
0.73299016,0.629294487,1.141173602
0.120266897,0.431280531,0.589011328
0.120216825,0.43123267,0.588963955
0.115877147,0.443900891,0.580061939
-1.006147413,-0.676185355,-0.364673643
-1.00626672,-0.676239073,-0.364767818
-1.966618717,-0.067372069,-0.157975502
-1.971373268,-0.063042442,-0.163536693
-1.974213042,-0.059497832,-0.169474306
0.162357585,0.102787464,-0.024460131
0.168858638,0.110776385,-0.024576282
0.169164333,0.111095803,-0.024242892
1.024071374,0.858532014,1.296286022
1.028454509,0.851523754,1.272597271
1.231301671,0.83874269,1.161952375
1.135384137,0.804349158,1.130267022
1.324376147,0.406414044,0.184679225
1.318040147,0.402423981,0.182895662
-0.064321368,-0.321058453,-0.765368636
-0.065394315,-0.31420949,-0.767341966
-0.788871769,-0.437758908,-1.86743981
-0.798352754,-0.41985152,-1.866705399
-0.788069174,-0.4372367,-1.86671269
1.268391627,1.077028753,0.937019185
1.26729111,1.07003067,0.945204689
1.265767184,1.062201995,0.953134511
-0.61317913,-0.38589397,-1.294977249
-0.613250785,-0.385967871,-1.294981765
-0.609484722,-0.379821727,-1.313804112
1.187624032,0.859716334,0.390385116
1.184358919,0.851050428,0.394681451
1.180843206,0.843558644,0.397400091
-0.02269428,0.033893055,-0.663848424
-0.022599258,0.034025927,-0.663768883
-0.025341479,0.034191322,-0.65481339
0.783449862,1.162083805,1.322272993
0.779543422,1.163686654,1.325780319
0.77996429,1.164075378,1.326001785
0.422498355,1.059628018,1.355658995
0.422498451,1.059567819,1.355663398
0.463525117,0.401093148,-0.198720701
0.463417636,0.400948055,-0.19879963
0.46957124,0.385939166,-0.206441775
-0.367408585,0.557861166,-0.427824043
-0.367059603,0.55836867,-0.42746661
-0.902038453,-1.827594907,-1.024360419
-0.902243764,-1.82782091,-1.02450683
-0.902788288,-1.828413825,-1.024925405
0.693714111,0.828709112,1.154943516
0.685449636,0.829378452,1.1598151
0.762175255,0.885669325,-0.127372822
0.75086498,0.881472031,-0.122269663
-0.508585083,0.447387675,-0.239514865
-0.508605761,0.447355334,-0.239555113
0.668897262,0.83883081,1.19030403
0.666488474,0.839500106,1.194951024
0.66671465,0.839796511,1.195208533
-1.672252336,-1.003818464,-1.573020232
0.764493668,0.887906608,-0.125892442
-1.677194843,-1.002584617,-1.571719709
0.628523291,0.665612206,-0.027161037
0.626767463,0.654658979,-0.032689475
0.627355446,0.659779914,-0.030044594
0.746000563,1.150009294,1.342825374
-0.500183262,0.461107215,-0.246653921
-0.497748703,0.46969455,-0.258893887
-0.585902344,-1.668411255,-0.847750209
-0.586881172,-1.671013177,-0.850073539
-0.587142702,-1.671334615,-0.850271321
0.16483402,0.107001498,-0.024621915
0.164962656,0.107176712,-0.024418274
0.165131615,0.10733852,-0.024257548
0.694326605,1.108341085,1.201892509
0.694335653,1.108330109,1.201916953
0.318763295,-0.415584021,0.026041539
0.318749162,-0.415620758,0.025975456
0.327578252,-0.420386256,0.029298924
0.390890128,0.23914538,-0.18370617
0.391021188,0.239078828,-0.183837653
0.350395318,-0.433995808,0.038950898
0.343416294,-0.429958592,0.036109499
0.34341925,-0.430112354,0.036232419
0.372281146,0.698077141,0.784847703
0.371807482,0.697889348,0.786474113
0.378952505,0.698357637,0.780686281
0.37899359,0.698399675,0.780712877
0.895145678,1.194138826,1.5266009
0.903182009,1.193382093,1.525839327
0.903213077,1.193409412,1.525919494
1.419397087,1.525436477,1.535689387
0.392747552,0.238626375,-0.187509468
0.392738024,0.238630133,-0.187505797
0.396233857,0.232297264,-0.189464815
-0.144482346,0.422404029,0.73262181
-0.144626262,0.422267688,0.732567137
-0.145876425,0.429740374,0.733240168
0.672290221,1.143009623,1.202054974
0.673358836,1.136591691,1.201431785
1.279856222,1.6407397,1.447567571
1.275202896,1.640278749,1.451374109
1.275112376,1.593499784,1.459462611
1.275106546,1.593475714,1.459411146
1.278294852,1.590048358,1.459634494
1.278280377,1.590040738,1.459668085
1.274986805,1.593423859,1.459727482
0.34298843,-0.43024193,0.03359199
0.335388128,-0.425944964,0.030589865
0.335389902,-0.426044301,0.030651728
0.871535947,1.196200891,1.528475152
0.8784884,1.195208458,1.527602916
0.385977186,0.268361756,-0.187588434
0.388090388,0.245184685,-0.161085075
0.388272132,0.245128624,-0.161098274
-0.138448512,0.410181769,0.730861351
-0.140650429,0.41748461,0.757681024
1.288708515,1.03817926,0.687146453
1.280444218,0.770985503,1.146895822
0.21355015,0.547874207,0.003362284
0.213584768,0.54791602,0.003423291
-0.80822143,-1.538738272,-0.544120617
-0.81533328,-1.534434684,-0.545671606
1.209396104,1.00374724,0.870584287
1.209363807,1.003740987,0.870583653
1.206053559,1.004765337,0.962006309
0.540236531,0.259504705,0.633202594
0.540274667,0.259576633,0.630786303
0.535141805,0.259767937,0.632650855
-0.213249806,-0.306715485,-1.530283426
-0.221724291,-0.317320757,-1.489260409
1.220911539,0.856233008,1.151526693
1.220887805,0.856223098,1.151448801
1.220835542,0.856197709,1.151296984
0.569544176,0.205918922,0.499278917
0.56841202,0.205743345,0.503756172
0.567968904,0.253125561,0.610965998
0.027963538,-0.984612402,-1.179808893
0.028030222,-0.984663466,-1.179750073
1.205161579,0.984934085,1.073442946
1.205875983,1.010414647,0.860633304
1.205872444,1.010368228,0.860598379
1.205613009,1.012935422,0.857630554
0.406656467,0.266299321,0.478550695
0.405097952,0.268489403,0.474173484
-0.201123884,-1.719264883,-0.302727306
-0.209099966,-1.721274564,-0.300041018
-0.20906299,-1.72117802,-0.299985596
1.127209857,1.133381983,1.156509076
0.407435947,0.315468421,0.442122932
0.412842253,0.312236339,0.443136778
-0.05989415,-1.462420083,-0.549826559
-0.0599082,-1.462527414,-0.549818995
-0.059919046,-1.462631661,-0.549792476
-1.691953779,-0.45424804,-1.203249894
-1.691998426,-0.454274341,-1.203247093
-1.69188006,-0.454204219,-1.203308683
0.513429306,-0.17812095,-0.234952123
0.513401908,-0.178091954,-0.234908857
0.513348278,-0.178014697,-0.234798129
1.210973784,1.004696122,0.865791871
1.210944289,1.004679102,0.865782319
1.21087502,1.004649797,0.865768153
1.280399309,0.77076439,1.147101038
1.280369225,0.77076468,1.197005817
0.835248528,0.653473331,0.463020947
0.836805705,0.649629672,0.461229398
1.153846704,0.823049157,1.012285253
1.151827447,0.819272309,1.010614409
1.151611224,0.819025873,1.010249849
1.149781889,0.815038,1.009635436
1.149734424,0.814924633,1.00954165
1.149709679,0.814897892,1.009500003
0.788843799,0.979201607,1.194249302
0.687853963,1.018702453,1.229452371
0.702871519,1.005543569,1.231278663
0.834675046,0.734146532,0.528549248
0.832680741,0.737530696,0.532490344
0.825658256,0.746808248,0.544421591
0.334261132,-0.126785582,-0.114857951
0.320730155,-0.116693365,-0.095897703
0.179725024,0.124876421,0.143089915
1.147703852,0.879524109,0.9898342
1.14764928,0.879437741,0.989742293
1.148200654,0.876889184,0.994361612
-1.775372104,-0.495821177,-1.299375568
-1.765508579,-0.519865214,-1.27305987
1.142042374,0.872584811,0.975824083
1.141952607,0.872177838,0.975631002
1.135961887,0.90015681,0.796912654
1.135892873,0.900018309,0.78827233
-0.14297115,-0.14829882,-1.578424473
-0.152312423,-0.154894847,-1.586289248
1.143275536,0.9121456,0.787415658
1.143274711,0.914067593,0.78482699
0.429072134,0.181057426,0.555726046
0.429076164,0.181112897,0.555816999
-0.441411817,-1.763698103,-0.378815849
-0.43552947,-1.764722504,-0.376863909
0.693904757,1.026072798,1.234674197
0.693720873,1.025834867,1.234489793
0.28952864,0.188718125,0.418694672
0.29395576,0.188051637,0.423767953
0.294006578,0.188248919,0.423774934
-0.220865661,-1.797991563,-0.35181716
-0.220848959,-1.798005496,-0.351799929
-0.208293402,-1.791600331,-0.356233106
-0.026271181,-1.00241268,-1.273197842
0.299059236,0.186429084,0.429447206
0.294800106,0.187466999,0.424270661
1.214147847,0.911393866,0.604178025
1.211106435,0.913513148,0.597053693
1.210935756,0.913325873,0.596912152
1.199629361,0.673590964,1.019745003
1.199589811,0.673556664,1.019679852
1.199431193,0.673383145,1.019419049
1.212281923,0.713758953,1.023000195
1.212267675,0.713822683,1.022986028
1.208363793,0.711557844,1.023383131
0.106138004,0.493013777,-0.138142149
0.107562133,0.497077884,-0.139080136
0.890458428,0.917782945,1.134321367
-0.473496484,-1.763215958,-0.393777742
-0.473482992,-1.763223684,-0.393786707
-0.464831284,-1.764741853,-0.389019963
0.808197475,0.941568413,1.180292753
0.80446387,0.944832932,1.179733884
0.863914127,0.938530145,0.560299908
0.863866566,0.938487671,0.560250955
0.856470488,0.931291332,0.563886026
-0.072094247,-1.523277572,-0.62709739
-0.082007421,-1.533239921,-0.613037184
-0.081987906,-1.533228955,-0.61301561
0.934315819,1.052337521,0.420345589
-0.017502117,-1.345492057,-0.919116988
-0.022368213,-1.351690138,-0.909298237
1.197703523,0.671722239,1.021136573
1.19653714,0.670784501,1.090840937
1.196713304,0.670934916,1.023287063
1.210849844,0.919851021,0.581289096
1.210916159,0.919939982,0.581364745
1.211162468,0.920116512,0.586016489
0.287787153,0.189254457,0.414076202
0.289997677,0.188543768,0.418970378
0.29022575,0.188810805,0.419063092
1.195910147,0.669068102,1.022114288
1.195640454,0.668265512,1.024776407
1.195780662,0.66825268,1.025006024
0.76953371,1.30788432,0.721580216
0.769426725,1.307821355,0.721438212
0.769242043,1.307723033,0.72117811
-0.472724481,0.558643979,-0.335296346
0.620355527,0.829244344,1.293538643
0.61377984,0.83509951,1.296962272
0.614092605,0.835398704,1.297210527
-0.488380359,0.425386105,-0.183357519
-0.492085134,0.434023487,-0.191522295
-0.487902748,0.425880797,-0.182808255
-0.567619295,-1.648634631,-0.821336392
-0.567502814,-1.64848911,-0.821170684
-0.567060728,-1.647897127,-0.820645898
0.36958054,-0.473394031,-0.703073612
0.357369553,-0.469397693,-0.711073061
0.344459867,-0.465538929,-0.718777681
0.663847336,-0.101804051,-0.29428481
0.651259029,-0.098530642,-0.329153698
0.651088213,-0.098631561,-0.329312166
0.529589936,0.556019819,0.912817735
0.606316157,0.712044217,-0.166812789
0.606325848,0.712080203,-0.166804741
-0.334091958,-0.332940409,0.227424841
-0.496592743,-0.007147576,-0.256896764
-0.496661977,0.00452072,-0.268841343
0.389393657,-0.284860304,-0.408623368
0.385620849,-0.287124076,-0.40433763
-1.909817488,-0.981652671,-1.70396586
-1.909557322,-0.981417208,-1.703791618
-1.906956442,-0.983345132,-1.703721357
0.13631039,-0.527141003,-0.555481403
0.147429199,-0.539952397,-0.555855197
-1.911849253,-0.979928325,-1.705870779
-1.911492835,-0.979621635,-1.705628124
-0.58165178,0.203631608,-0.407881851
-0.581404534,0.203904266,-0.407622997
-0.579336538,0.2127692,-0.420103927
0.204554055,0.690896337,1.094428769
0.201502148,0.691021935,1.094491377
0.197438533,0.690641924,1.099244953
0.594232758,0.694198772,-0.166278164
0.600317868,0.709330225,-0.170032573
0.598144435,0.702645611,-0.167754086
0.525122568,0.553004403,0.914919566
0.523482609,0.555643712,0.919901901
-1.957235463,-1.038481609,-1.667309642
-1.955757868,-1.028831711,-1.666063875
-1.95507079,-1.028229688,-1.665637062
0.31357528,-0.71594258,-0.726580576
0.685783374,-0.304625402,-0.325954824
0.679830733,-0.296699961,-0.331430845
0.68048541,-0.296240107,-0.330891606
-0.003496261,-0.4157134,-0.442232522
-0.003618732,-0.415861221,-0.442359646
-0.036864884,-0.385369612,-0.436753597
-1.996090688,-1.194481371,-1.591325431
-1.371311819,-1.542150159,-2.213883099
-1.003004736,-1.929652368,-1.956075811
-1.003446495,-1.926762669,-1.958632123
-0.561756211,-0.683922152,-1.693091379
-0.561939416,-0.684117252,-1.693342539
-0.130950119,-0.291890269,-0.212466465
0.351104078,0.718560382,0.979453435
0.351095308,0.71855359,0.979460234
0.358320764,0.718000408,0.978910419
-0.889173667,-2.003469253,-1.378858978
-0.889203008,-2.003553663,-1.378950308
-0.900335573,-2.004009931,-1.38077252
0.420332334,0.110498834,0.385119618
0.423343906,0.107431694,0.385564841
1.093470651,1.290906977,1.52475679
1.090144159,1.290841385,1.524681522
-0.217870682,-0.712786797,-0.210774418
-0.228062741,-0.716137918,-0.223832582
-0.878181671,-2.001919954,-1.376653425
-0.878204225,-2.001925787,-1.376652273
1.086993662,1.290625955,1.52718814
1.087092916,1.290675488,1.527252374
1.087250048,1.290766357,1.527348528
1.671631494,1.496793431,1.107663964
1.018716061,1.322353067,1.521945803
0.352262065,0.378989882,0.347375611
0.352346305,0.379102726,0.286590525
0.352430546,0.379215571,0.286687872
0.313348355,-1.015446426,-0.148909324
0.313427325,-1.015366521,-0.148855196
0.313521311,-1.015277242,-0.148791753
-1.594153371,-1.989144738,-1.522218996
-1.594109192,-1.989103535,-1.522152959
1.014973011,1.370156221,1.49251941
1.012776727,1.375323801,1.489589699
1.010257644,1.381091654,1.487130797
0.423732787,0.337656698,0.388770719
0.424090518,0.338123909,0.389247937
1.484722706,1.239321782,0.82415623
1.483568949,1.241253731,0.824142266
1.187380636,0.822018878,0.378645202
1.186967979,0.816075408,0.378162212
-1.292037554,-2.2567731,-1.581383748
-1.292285076,-2.257117767,-1.581613201
1.490838383,1.221300107,0.813289546
1.490635816,1.22092572,0.813079961
1.079641658,1.356500522,0.351858642
0.073134013,-0.032339813,0.17329331
0.042111724,-0.075379349,0.071474215
1.088154134,0.788102882,1.253418075
1.084823767,0.790379079,1.256265715
1.101857681,0.220254541,0.207210794
1.101962424,0.220381363,0.207386064
-0.129807545,0.037866467,-1.117362683
-0.129445891,0.032002046,-1.108008156
-0.594368869,-0.366868661,-1.350770822
-0.621972433,-0.266367135,-1.589819891
-0.626630699,-0.267835466,-1.598336909
-2.144131327,-1.962711821,-1.960971904
-2.133795977,-1.972041805,-1.967515973
-0.595948605,-0.087825594,-0.757284446
-0.596073189,-0.087974721,-0.757411681
-0.572853135,-0.092446191,-0.767720098
-0.612664404,-0.784431468,-0.11279533
-0.612081002,-0.784006667,-0.110744129
-0.576808233,-0.096764262,-0.770009383
0.491273994,0.885778464,0.817823763
0.488438547,0.886910243,0.81938956
-0.740208421,-0.162595954,0.527361464
-0.740233676,-0.162653895,0.527330307
0.410019624,0.605055017,0.904541372
0.409997174,0.605011706,0.904528859
0.410022315,0.604980706,0.904580006
0.6048258,1.217558847,1.113917792
0.604595795,1.217408953,1.11379683
-0.048143321,-0.176604227,-0.943808866
-0.046428862,-0.181853749,-0.938273304
-0.666353632,-0.080643113,-0.724138758
-0.666495115,-0.080793583,-0.724288934
-0.666943808,-0.081281821,-0.724775246
-0.576526688,-0.523282102,-0.066794011
-0.590875082,-0.504212993,-0.066537716
0.188678449,0.473932636,0.645570437
0.188813388,0.474091182,0.645715892
0.18174995,0.488225729,0.641884251
0.809387765,0.677665353,1.227978852
0.809540996,0.67777323,1.228128638
0.812290595,0.676465804,1.227261467
0.238525584,0.429780328,0.687477175
-0.619318327,-0.499202279,-0.095728155
-0.619308355,-0.499155927,-0.0967232
-0.619170078,-0.498916495,-0.096404792
0.591813711,1.204558156,1.103997243
-0.099086104,0.984062619,0.599977041
-0.099478486,0.983732995,0.599702801
0.058233836,-0.290426632,-0.726063042
0.060555053,-0.284562808,-0.770480147
-1.042886917,0.000539554,-0.61699958
-1.021457582,-0.00568803,-0.617562087
-1.021433933,-0.005728932,-0.617595178
0.800640415,0.739283478,1.24125348
0.800150442,0.73895164,1.240773648
0.801950381,0.741203059,1.234956622
-0.552039991,-0.700763921,-0.056704571
-0.552160348,-0.700874312,-0.056913178
-0.238767527,-1.796861191,-0.337901052
-0.238824964,-1.796948336,-0.337951472
1.149307315,0.887712043,0.964263657
0.448898684,0.178512141,0.537845244
0.398699264,0.190797486,0.571519649
-0.019921434,-1.003383503,-1.259433217
-0.019905742,-1.003468946,-1.259467559
0.945878856,1.054022849,0.443598936
0.945976062,1.054096989,0.443706277
0.11555423,0.491074629,-0.126905095
0.114908703,0.495272406,-0.128673756
0.115208768,0.495548447,-0.128605021
-0.472456785,-1.752694677,-0.395848892
-0.480776152,-1.749874615,-0.406711754
0.824286098,0.951744075,1.179157543
0.889037444,0.954978596,0.571849578
0.880651072,0.947469641,0.576873595
0.116789796,0.496881059,-0.128080307
0.116603169,0.496699348,-0.128109582
0.117844693,0.500652472,-0.128943245
-0.445931219,-1.756318445,-0.377060649
-0.437085777,-1.75659423,-0.373383368
0.306138447,0.198272167,0.382519003
0.307490023,0.187453731,0.354158511
0.17832015,0.291790822,0.108907736
0.172653642,0.293377135,0.106041484
0.836333961,0.755376373,0.554078127
-0.426253384,-1.759455145,-0.373212873
-0.42627377,-1.759483655,-0.373237605
-0.426322634,-1.759538331,-0.373283438
1.207361688,0.691105229,1.03562601
1.206523417,0.689998139,1.037329435
1.20653601,0.688950377,1.039730805
1.086562704,0.946026204,0.938093549
1.086574727,0.946040514,0.938102555
-0.022612587,-1.000736163,-1.259699961
0.932926926,0.904723307,1.130780046
0.926829147,0.908640925,1.13144976
0.821093415,0.957358476,1.184126999
1.467899266,0.81959501,0.536752414
1.465273356,0.82420846,0.54257774
1.465325571,0.82432663,0.543871249
0.069559555,0.404970951,-0.066587111
0.069558505,0.404922489,-0.066571913
0.071437886,0.408096676,-0.075526902
-0.712186782,-0.216064886,-0.72195192
-0.712170239,-0.21599161,-0.721921964
-0.712114054,-0.215820067,-0.721849376
-0.383667222,-0.104368376,-1.436259312
-0.388020405,-0.106563898,-1.442373638
-0.388206893,-0.106638959,-1.442456592
0.508571246,0.34990451,0.460611411
0.508454275,0.349754593,0.460489124
0.505949686,0.348042145,0.459577632
1.382374059,1.033007171,1.473255584
1.377712794,1.033891605,1.475627721
0.358680443,-1.020426384,-0.219129825
0.358475626,-1.020586986,-0.219257523
0.358167716,-1.020871826,-0.219465901
0.363308509,0.40810822,0.300294028
0.357660288,0.405718252,0.300358843
0.357602084,0.405725157,0.300384885
0.972218359,1.5303391,1.251552942
0.972076224,1.53028754,1.251482356
0.971644211,1.530137599,1.251279247
1.643542311,1.611655778,1.406186592
1.642798155,1.608500869,1.404859874
-0.376322897,-0.099407517,-1.423699483
1.487032068,0.604384975,0.420877419
1.481152602,0.599686355,0.41916152
1.481157463,0.59978123,0.419222904
0.29125139,0.43262611,-0.77297738
0.290884196,0.432212399,-0.773351055
-0.374626018,-0.09864269,-1.422820972
-0.374700633,-0.098681332,-1.42286855
-0.378248294,-0.101276681,-1.429015871
0.884758053,1.060994553,1.272903651
0.884848941,1.060972154,1.274854524
1.055409219,-0.073102941,0.017823811
1.058857225,-0.072777574,0.014466087
1.05907247,-0.072582498,0.082641765
-1.131906949,-1.010441283,-0.968896007
-1.132097674,-1.010667457,-0.967170699
0.175741208,0.215268241,0.089638109
0.185345658,0.202287543,0.012979843
1.459826063,0.846560475,0.556027376
1.459817493,0.846531496,0.555981721
1.459755011,0.846395008,0.555800806
0.093913261,0.411355442,-0.121136008
0.093836962,0.411234092,-0.121216962
0.093717498,0.411027426,-0.121334656
-0.550990462,-0.217919565,-0.974725949
-0.550954915,-0.217892471,-0.974704808
-0.548856055,-0.217996693,-0.985553007
1.504208275,1.273602992,1.196533116
1.504172081,1.273557777,1.196567433
1.504098275,1.273480309,1.196696893
0.444614066,0.179219453,-0.239693105
0.448945229,0.170754991,-0.241235148
0.448971259,0.170694736,-0.241183183
-0.293288803,0.234643415,0.684535321
-0.295059075,0.241439326,0.69412652
-0.295369869,0.240911225,0.693743968
0.64718684,0.968076239,1.082434173
0.64706211,0.967922428,1.08238086
0.64680165,0.967740509,1.082123119
0.270219551,-0.455261672,-0.106416579
0.269780204,-0.455601465,-0.10684338
0.001176643,0.604752674,0.778642473
0.009819908,0.603332656,0.773195183
1.097626033,1.407202079,1.258964266
1.087997475,1.424772625,1.225944352
1.088010152,1.424703644,1.225777855
1.280940798,1.471081527,1.499161873
1.281176207,1.470655518,1.481599743
1.281093254,1.470605255,1.481737019
-0.26883504,0.090324315,0.631913568
-0.268670038,0.090583537,0.632149538
-0.27132689,0.102501576,0.629966783
0.352142631,0.317712539,-0.340173809
0.357087011,0.311116719,-0.335995138
0.511877965,1.258287641,1.087813819
0.511774147,1.258204471,1.087657954
0.511639459,1.258079729,1.087420338
1.160374142,1.172190247,1.437646434
1.155998091,1.177374368,1.434564341
1.156163403,1.17768537,1.434927623
1.323988722,1.402036898,1.711249795
1.324078394,1.402136316,1.711405222
1.189011488,1.379533994,1.443708957
1.189184785,1.37961619,1.443827701
0.027945629,0.582125509,0.753954856
0.039686057,0.580009927,0.751975387
1.238368238,1.484225564,1.465815934
1.23784946,1.483493778,1.465278414
-0.403718009,0.323752391,1.079250014
-0.401476179,0.332350456,1.076996104
0.348230082,0.324083743,-0.342902497
0.348255071,0.324245872,-0.342758325
0.348316573,0.32455886,-0.342450185
-0.272003558,0.085208657,0.6280206
-0.275018057,0.096509668,0.625346036
-0.275299089,0.096060227,0.624972847
0.568525541,1.142928045,1.064276732
0.567941563,1.148235466,1.06503497
0.567719148,1.14808386,1.064736097
1.487415962,1.209795025,1.172923878
1.487456508,1.209821108,1.172875642
1.489614146,1.205060095,1.176286358
1.445969738,0.782422977,0.501857571
1.448872303,0.777768672,0.497111851
1.449281331,0.778243271,0.497533365
1.373887791,0.959103851,1.439365912
1.368432366,0.960612785,1.441861614
1.369052347,0.961216328,1.441294057
-0.379642553,-0.12917235,-1.425118658
-0.380113475,-0.129527792,-1.425494843
-0.380142541,-0.129469029,-1.425425791
0.143297645,0.394127844,-0.910490924
0.143103498,0.393872403,-0.907692903
0.141126751,0.387755167,-0.907398791
1.265438307,0.388161081,0.43386747
1.259492851,0.385330285,0.435776719
1.259134343,0.384957756,0.430864502
-0.714211779,-0.246701981,-0.790265407
-0.714246149,-0.246694854,-0.790252952
-0.714329481,-0.246662707,-0.790208997
-0.71501274,-0.247566939,-0.790929661
-0.714937582,-0.247453918,-0.790837839
-0.707700617,-0.245986646,-0.801628882
-1.702220567,-1.919520172,-1.818400587
1.428813964,0.814809583,0.518474079
1.42716748,0.812723258,0.516618434
1.42836603,0.825319519,0.519104418
1.474595294,1.206466182,1.15656129
1.474705259,1.206625676,1.15666115
1.477120842,1.202261694,1.160554654
1.472378221,1.211861038,1.155173087
1.472226857,1.211636409,1.155021255
1.474045486,1.206543533,1.158704447
1.430965367,0.800556723,0.517727392
1.430488695,0.800038687,0.517373887
1.430576775,0.800168472,0.517518138
0.040377203,0.37300888,-0.141956737
0.046035052,0.37439166,-0.150025533
0.046429747,0.374903866,-0.149531436
0.04498745,0.373152433,-0.151418348
0.04503169,0.373227252,-0.151374805
0.045154504,0.373482376,-0.151286155
-1.94396329,-1.731663758,-1.65980768
-1.936912329,-1.738309089,-1.662906401
-1.936577355,-1.737981658,-1.662537453
0.306005761,0.363586177,-0.578405853
0.304267347,0.362374161,-0.585949843
0.304380238,0.362591561,-0.585898332
-0.382815702,-0.130625186,-1.426576109
-0.389380909,-0.127425813,-1.434047036
-0.396386997,-0.125497149,-1.440935548
-0.566733782,-0.243512551,-0.983965271
-0.566947557,-0.2437104,-0.984141742
