"datasetID","study","genus","species","woody","provenance.lat","provenance.long","continent","year","fieldchill","fieldsample.date","chilltemp","chillphotoperiod","chilldays","forcetemp","forcetemp_night","photoperiod_day","photoperiod_night","respvar","response","response.time","respvar.simple","Exp_Chilling_Hours","Exp_Utah_Model","Exp_Chill_portions","Field_Chilling_Hours","Field_Utah_Model","Field_Chill_portions","Total_Chilling_Hours","Total_Utah_Model","Total_Chill_portions","datasetstudy","forceday","forcenight","photonight"
"caffarra11a","exp2","Betula","pubescens","yes",52.32,-6.934,"europe",2004,"","","3","0","16","12","","16","8","daystobudburst","timeonly",7.7,"daystobudburst",384,384,9.96548966690231,NA,NA,NA,384,384,9.96548966690231,"caffarra11a exp2",12,NA,8
"caffarra11a","exp2","Betula","pubescens","yes",52.32,-6.934,"europe",2004,"","","3","0","16","18","","16","8","daystobudburst","timeonly",5.25,"daystobudburst",384,384,9.96548966690231,NA,NA,NA,384,384,9.96548966690231,"caffarra11a exp2",18,NA,8
"caffarra11a","exp2","Betula","pubescens","yes",52.32,-6.934,"europe",2004,"","","3","0","16","24","","16","8","daystobudburst","timeonly",2.94,"daystobudburst",384,384,9.96548966690231,NA,NA,NA,384,384,9.96548966690231,"caffarra11a exp2",24,NA,8
"caffarra11a","exp2","Fagus","sylvatica","yes",52.32,-6.934,"europe",2004,"","","3","0","16","32","","16","8","daystobudburst","timeonly",11.93,"daystobudburst",384,384,9.96548966690231,NA,NA,NA,384,384,9.96548966690231,"caffarra11a exp2",32,NA,8
"caffarra11a","exp2","Fagus","sylvatica","yes",52.32,-6.934,"europe",2004,"","","3","0","16","24","","16","8","daystobudburst","timeonly",13.45,"daystobudburst",384,384,9.96548966690231,NA,NA,NA,384,384,9.96548966690231,"caffarra11a exp2",24,NA,8
"caffarra11a","exp2","Fagus","sylvatica","yes",52.32,-6.934,"europe",2004,"","","3","0","16","18","","16","8","daystobudburst","timeonly",17.68,"daystobudburst",384,384,9.96548966690231,NA,NA,NA,384,384,9.96548966690231,"caffarra11a exp2",18,NA,8
"caffarra11a","exp3","Salix","smithiana","yes",52.32,-6.934,"europe",2003,"","","3","","30","18","","8","16","daystobudburst","timeonly",38.84,"daystobudburst",720,720,19.429535762244,NA,NA,NA,720,720,19.429535762244,"caffarra11a exp3",18,NA,16
"caffarra11a","exp3","Salix","smithiana","yes",52.32,-6.934,"europe",2003,"","","3","","30","18","","16","8","daystobudburst","timeonly",22.53,"daystobudburst",720,720,19.429535762244,NA,NA,NA,720,720,19.429535762244,"caffarra11a exp3",18,NA,8
"caffarra11a","exp3","Fagus","sylvatica","yes",52.32,-6.934,"europe",2003,"","","3","","30","18","","16","8","daystobudburst","timeonly",50.07,"daystobudburst",720,720,19.429535762244,NA,NA,NA,720,720,19.429535762244,"caffarra11a exp3",18,NA,8
"caffarra11a","exp3","Betula","pubescens","yes",52.32,-6.934,"europe",2003,"","","3","","30","18","","16","8","daystobudburst","timeonly",27.43,"daystobudburst",720,720,19.429535762244,NA,NA,NA,720,720,19.429535762244,"caffarra11a exp3",18,NA,8
"caffarra11a","exp3","Tilia","cordata","yes",52.32,-6.934,"europe",2003,"","","3","","30","18","","16","8","daystobudburst","timeonly",38.34,"daystobudburst",720,720,19.429535762244,NA,NA,NA,720,720,19.429535762244,"caffarra11a exp3",18,NA,8
"caffarra11a","exp3","Betula","pubescens","yes",52.32,-6.934,"europe",2003,"","","3","","30","18","","8","16","daystobudburst","timeonly",33.33,"daystobudburst",720,720,19.429535762244,NA,NA,NA,720,720,19.429535762244,"caffarra11a exp3",18,NA,16
"caffarra11a","exp3","Betula","pubescens","yes",52.32,-6.934,"europe",2003,"","","3","","55","18","","16","8","daystobudburst","timeonly",7.49,"daystobudburst",1320,1320,36.3296180771032,NA,NA,NA,1320,1320,36.3296180771032,"caffarra11a exp3",18,NA,8
"caffarra11a","exp3","Fagus","sylvatica","yes",52.32,-6.934,"europe",2003,"","","3","","55","18","","16","8","daystobudburst","timeonly",34.12,"daystobudburst",1320,1320,36.3296180771032,NA,NA,NA,1320,1320,36.3296180771032,"caffarra11a exp3",18,NA,8
"caffarra11a","exp3","Salix","smithiana","yes",52.32,-6.934,"europe",2003,"","","3","","55","18","","8","16","daystobudburst","timeonly",7.99,"daystobudburst",1320,1320,36.3296180771032,NA,NA,NA,1320,1320,36.3296180771032,"caffarra11a exp3",18,NA,16
"caffarra11a","exp3","Salix","smithiana","yes",52.32,-6.934,"europe",2003,"","","3","","55","18","","16","8","daystobudburst","timeonly",5.59,"daystobudburst",1320,1320,36.3296180771032,NA,NA,NA,1320,1320,36.3296180771032,"caffarra11a exp3",18,NA,8
"caffarra11a","exp3","Betula","pubescens","yes",52.32,-6.934,"europe",2003,"","","3","","55","18","","8","16","daystobudburst","timeonly",14.51,"daystobudburst",1320,1320,36.3296180771032,NA,NA,NA,1320,1320,36.3296180771032,"caffarra11a exp3",18,NA,16
"caffarra11a","exp3","Tilia","cordata","yes",52.32,-6.934,"europe",2003,"","","3","","55","18","","8","16","daystobudburst","timeonly",16.23,"daystobudburst",1320,1320,36.3296180771032,NA,NA,NA,1320,1320,36.3296180771032,"caffarra11a exp3",18,NA,16
"caffarra11a","exp3","Tilia","cordata","yes",52.32,-6.934,"europe",2003,"","","3","","55","18","","16","8","daystobudburst","timeonly",12.57,"daystobudburst",1320,1320,36.3296180771032,NA,NA,NA,1320,1320,36.3296180771032,"caffarra11a exp3",18,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","5","","16","8","daystobudburst","timeonly",175.88,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",5,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","10","","16","8","daystobudburst","timeonly",97.06,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",10,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","15","","16","8","daystobudburst","timeonly",31.76,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",15,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","20","","16","8","daystobudburst","timeonly",24.71,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",20,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","25","","16","8","daystobudburst","timeonly",22.94,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",25,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","5","","16","8","daystobudburst","timeonly",171.76,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",5,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","10","","16","8","daystobudburst","timeonly",85.29,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",10,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","15","","16","8","daystobudburst","timeonly",37.06,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",15,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","20","","16","8","daystobudburst","timeonly",20.59,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",20,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","25","","16","8","daystobudburst","timeonly",20,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",25,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","5","","16","8","daystobudburst","timeonly",163.53,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",5,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","10","","16","8","daystobudburst","timeonly",82.94,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",10,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","15","","16","8","daystobudburst","timeonly",30,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",15,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","20","","16","8","daystobudburst","timeonly",20.59,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",20,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","25","","16","8","daystobudburst","timeonly",15.88,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",25,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","5","","16","8","daystobudburst","timeonly",171.18,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",5,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","10","","16","8","daystobudburst","timeonly",75.29,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",10,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","15","","16","8","daystobudburst","timeonly",30.59,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",15,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","20","","16","8","daystobudburst","timeonly",20,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",20,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","25","","16","8","daystobudburst","timeonly",14.12,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",25,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","5","","16","8","daystobudburst","timeonly",152.35,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",5,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","10","","16","8","daystobudburst","timeonly",80,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",10,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","15","","16","8","daystobudburst","timeonly",49.41,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",15,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","20","","16","8","daystobudburst","timeonly",34.71,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",20,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","25","","16","8","daystobudburst","timeonly",24.12,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",25,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","5","","16","8","daystobudburst","timeonly",230.59,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",5,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","10","","16","8","daystobudburst","timeonly",108.82,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",10,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","15","","16","8","daystobudburst","timeonly",57.06,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",15,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","20","","16","8","daystobudburst","timeonly",37.06,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",20,NA,8
"charrier11","exp2","Juglans","spp","yes",45.7722,NA,"europe",2008,"","29-Nov-2008","","","","25","","16","8","daystobudburst","timeonly",24.71,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp2",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.7722,3.14722,"europe",2008,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",117,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.7722,3.14722,"europe",2008,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",115,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.7722,3.14722,"europe",2008,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",116,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.7722,3.14722,"europe",2008,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",126,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.7722,3.14722,"europe",2008,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",129,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.7722,3.14722,"europe",2008,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",163,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.7722,3.14722,"europe",2009,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",102,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.7722,3.14722,"europe",2009,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",111,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.7722,3.14722,"europe",2009,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",117,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.7722,3.14722,"europe",2009,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",125,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.7722,3.14722,"europe",2009,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",128,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.7722,3.14722,"europe",2009,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",155,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.71944444,3.016666667,"europe",2009,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",139,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.71944444,3.016666667,"europe",2009,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",142,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.71944444,3.016666667,"europe",2009,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",141,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"charrier11","exp1","Juglans","spp","yes",45.71944444,3.016666667,"europe",2009,"yes","","","","ambient","25","","16","8","daystobudburst","timeonly",154,"daystobudburst",NA,NA,NA,NA,NA,NA,NA,NA,NA,"charrier11 exp1",25,NA,8
"myking97","exp1","Betula","pubescens","yes",59.667,10.767,"europe",1996,"","","0","","120","21","21","12","12","daystobudburst","timeonly",5.255,"daystobudburst",2880,0,15.0922070556756,NA,NA,NA,2880,0,15.0922070556756,"myking97 exp1",21,21,12
"myking97","exp1","Betula","pubescens","yes",59.667,10.767,"europe",1996,"","","0","","120","18","18","12","12","daystobudburst","timeonly",5.428,"daystobudburst",2880,0,15.0922070556756,NA,NA,NA,2880,0,15.0922070556756,"myking97 exp1",18,18,12
"myking97","exp1","Betula","pubescens","yes",59.667,10.767,"europe",1996,"","","0","","120","15","15","12","12","daystobudburst","timeonly",7.001,"daystobudburst",2880,0,15.0922070556756,NA,NA,NA,2880,0,15.0922070556756,"myking97 exp1",15,15,12
"myking97","exp1","Betula","pubescens","yes",59.667,10.767,"europe",1996,"","","0","","120","9","9","12","12","daystobudburst","timeonly",12.225,"daystobudburst",2880,0,15.0922070556756,NA,NA,NA,2880,0,15.0922070556756,"myking97 exp1",9,9,12
"myking97","exp1","Betula","pubescens","yes",59.667,10.767,"europe",1996,"","","0","","120","21","15","12","12","daystobudburst","timeonly",6.145,"daystobudburst",2880,0,15.0922070556756,NA,NA,NA,2880,0,15.0922070556756,"myking97 exp1",21,15,12
"myking97","exp1","Betula","pubescens","yes",59.667,10.767,"europe",1996,"","","0","","120","18","6","12","12","daystobudburst","timeonly",9.412,"daystobudburst",2880,0,15.0922070556756,NA,NA,NA,2880,0,15.0922070556756,"myking97 exp1",18,6,12
"myking97","exp1","Betula","pubescens","yes",59.667,10.767,"europe",1996,"","","0","","120","12","12","12","12","daystobudburst","timeonly",9.115,"daystobudburst",2880,0,15.0922070556756,NA,NA,NA,2880,0,15.0922070556756,"myking97 exp1",12,12,12
"myking97","exp1","Betula","pubescens","yes",59.667,10.767,"europe",1996,"","","0","","120","15","9","12","12","daystobudburst","timeonly",8.662,"daystobudburst",2880,0,15.0922070556756,NA,NA,NA,2880,0,15.0922070556756,"myking97 exp1",15,9,12
"myking97","exp1","Betula","pubescens","yes",59.667,10.767,"europe",1996,"","","0","","120","12","6","12","12","daystobudburst","timeonly",12.415,"daystobudburst",2880,0,15.0922070556756,NA,NA,NA,2880,0,15.0922070556756,"myking97 exp1",12,6,12
"myking97","exp1","Betula","pubescens","yes",59.667,10.767,"europe",1996,"","","0","","120","6","6","12","12","daystobudburst","timeonly",19.228,"daystobudburst",2880,0,15.0922070556756,NA,NA,NA,2880,0,15.0922070556756,"myking97 exp1",6,6,12
"myking97","exp1","Betula","pubescens","yes",59.667,10.767,"europe",1996,"","","0","","120","18","12","12","12","daystobudburst","timeonly",7.16,"daystobudburst",2880,0,15.0922070556756,NA,NA,NA,2880,0,15.0922070556756,"myking97 exp1",18,12,12
"myking97","exp1","Betula","pubescens","yes",59.667,10.767,"europe",1996,"","","0","","120","21","9","12","12","daystobudburst","timeonly",6.814,"daystobudburst",2880,0,15.0922070556756,NA,NA,NA,2880,0,15.0922070556756,"myking97 exp1",21,9,12
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","28","28","10","14","numberofleaves","20.1",NA,"othernums",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",28,28,14
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","28","28","14","10","numberofleaves","21.2",NA,"othernums",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",28,28,10
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","28","28","18","6","numberofleaves","38.5",NA,"othernums",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",28,28,6
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","28","28","24","0","numberofleaves","47.7",NA,"othernums",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",28,28,0
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","28","28","10","14","lengthofinternodescm","0.28",NA,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",28,28,14
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","28","28","14","10","lengthofinternodescm","0.29",NA,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",28,28,10
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","28","28","18","6","lengthofinternodescm","0.31",NA,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",28,28,6
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","28","28","24","0","lengthofinternodescm","0.32",NA,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",28,28,0
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","24","24","10","14","numberofleaves","26.7",NA,"othernums",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",24,24,14
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","24","24","14","10","numberofleaves","26",NA,"othernums",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",24,24,10
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","24","24","18","6","numberofleaves","37.7",NA,"othernums",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",24,24,6
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","24","24","24","0","numberofleaves","41.2",NA,"othernums",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",24,24,0
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","24","24","10","14","lengthofinternodescm","0.31",NA,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",24,24,14
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","24","24","14","10","lengthofinternodescm","0.35",NA,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",24,24,10
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","24","24","18","6","lengthofinternodescm","0.33",NA,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",24,24,6
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","24","24","24","0","lengthofinternodescm","0.35",NA,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",24,24,0
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","10","14","numberofleaves","29.9",NA,"othernums",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,14
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","24","0","lengthofinternodescm","0.55",NA,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,0
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","16","16","24","0","mmper14days","0.93",196,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",16,16,0
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","10","14","mmper14days","2.92",28,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,14
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","10","14","mmper14days","10.99",42,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,14
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","10","14","mmper14days","9.85",56,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,14
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","10","14","mmper14days","7.94",70,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,14
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","10","14","mmper14days","5.98",84,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,14
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","10","14","mmper14days","5.97",98,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,14
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","10","14","mmper14days","2.97",112,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,14
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","24","0","mmper14days","2.95",28,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,0
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","24","0","mmper14days","11",42,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,0
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","24","0","mmper14days","11.93",56,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,0
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","24","0","mmper14days","12.93",70,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,0
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","24","0","mmper14days","12.9",84,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,0
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","24","0","mmper14days","13.88",98,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,0
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","24","0","mmper14days","8.93",112,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,0
"pettersen71","exp2","Rhododendron","simsii","yes",59.66,10.77,"europe",1970,"","","","","","20","20","24","0","mmper14days","6.92",126,"growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pettersen71 exp2",20,20,0
